date,year,month,Region,Product,Channel,system,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-01-01,2023,1,APAC,Starter,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.1746,0.2265,0,2750.0,597.11,1642092.23,296019.97,1346072.26,361260.29,574732.28,410079.69,3800.0,406279.69,1680.0,84965.94,319633.76
2023-01-01,2023,1,APAC,Professional,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.4767,0.243,0,2951.0,539.99,1593301.93,287224.54,1306077.39,350526.42,557655.68,397895.29,3800.0,394095.29,1680.0,82407.21,310008.08
2023-01-01,2023,1,APAC,Enterprise,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.1614,0.2258,0,2742.0,599.6,1644140.17,296389.15,1347751.02,361710.84,575449.06,410591.12,3800.0,406791.12,1680.0,85073.34,320037.79
2023-01-01,2023,1,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.4197,0.2396,0,2910.0,550.78,1602780.41,288933.23,1313847.19,352611.69,560973.14,400262.35,3800.0,396462.35,1680.0,82904.29,311878.06
2023-01-01,2023,1,APAC,Professional Services,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.1125,0.2234,0,2713.0,608.84,1651704.89,297752.84,1353952.05,363375.08,578096.71,412480.26,3800.0,408680.26,1680.0,85470.05,321530.21
2023-01-01,2023,1,LATAM,Starter,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.0444,0.2201,0,2673.0,621.73,1662113.65,299629.23,1362484.42,365665.0,581739.78,415079.64,3800.0,411279.64,1680.0,86015.92,323583.72
2023-01-01,2023,1,LATAM,Professional,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.3954,0.2382,0,2893.0,555.37,1606778.65,289653.99,1317124.67,353491.3,562372.53,401260.83,3800.0,397460.83,1680.0,83113.97,312666.86
2023-01-01,2023,1,LATAM,Enterprise,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.0262,0.2193,0,2663.0,625.16,1664862.54,300124.77,1364737.77,366269.76,582701.89,415766.12,3800.0,411966.12,1680.0,86160.09,324126.04
2023-01-01,2023,1,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.0828,0.222,0,2696.0,614.45,1656254.78,298573.05,1357681.73,364376.05,579689.17,413616.51,3800.0,409816.51,1680.0,85708.67,322427.84
2023-01-01,2023,1,LATAM,Professional Services,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.2737,0.2316,0,2812.0,578.38,1626463.41,293202.56,1333260.85,357821.95,569262.19,406176.71,3800.0,402376.71,1680.0,84146.31,316550.4
2023-01-01,2023,1,Divyansh,Starter,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.1659,0.226,0,2745.0,598.74,1643437.19,296262.42,1347174.76,361556.18,575203.02,410415.57,3800.0,406615.57,1680.0,85036.47,319899.1
2023-01-01,2023,1,Divyansh,Professional,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.1723,0.2263,0,2749.0,597.54,1642450.02,296084.47,1346365.56,361339.0,574857.51,410169.04,3800.0,406369.04,1680.0,84984.7,319704.34
2023-01-01,2023,1,Divyansh,Enterprise,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.3774,0.2372,0,2881.0,558.77,1609722.84,290184.74,1319538.1,354139.03,563402.99,401996.09,3800.0,398196.09,1680.0,83268.38,313247.71
2023-01-01,2023,1,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.3053,0.2333,0,2833.0,572.4,1621406.53,292290.95,1329115.57,356709.44,567492.28,404913.85,3800.0,401113.85,1680.0,83881.11,315552.74
2023-01-01,2023,1,Divyansh,Professional Services,Direct Sales,protocol,1.0,1.0457,0.9983,1.0033,0.1287,0.2242,0,2722.0,605.79,1649212.94,297303.62,1351909.32,362826.85,577224.53,411857.95,3800.0,408057.95,1680.0,85339.37,321038.58
2023-02-01,2023,2,North America,Starter,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0373,0.2019,0,2452.0,622.71,1526807.88,276320.28,1250487.6,335897.73,534382.76,380207.11,3800.0,376407.11,1680.0,78692.69,296034.42
2023-02-01,2023,2,North America,Professional,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1133,0.2052,0,2492.0,608.36,1516166.42,274394.4,1241772.02,333556.61,530658.25,377557.16,3800.0,373757.16,1680.0,78136.2,293940.96
2023-02-01,2023,2,North America,Enterprise,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1178,0.2054,0,2495.0,607.51,1515531.96,274279.57,1241252.39,333417.03,530436.19,377399.17,3800.0,373599.17,1680.0,78103.03,293816.15
2023-02-01,2023,2,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.3,0.214,0,2599.0,573.09,1489245.48,269522.27,1219723.21,327634.01,521235.92,370853.29,3800.0,367053.29,1680.0,76728.39,288644.9
2023-02-01,2023,2,North America,Professional Services,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.4305,0.2207,0,2680.0,548.44,1469727.63,265989.95,1203737.68,323340.08,514404.67,365992.93,3800.0,362192.93,1680.0,75707.72,284805.22
2023-02-01,2023,2,EMEA,Starter,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0595,0.2029,0,2463.0,618.52,1523716.91,275760.88,1247956.03,335217.72,533300.92,379437.39,3800.0,375637.39,1680.0,78531.05,295426.34
2023-02-01,2023,2,EMEA,Professional,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1612,0.2074,0,2518.0,599.32,1509368.75,273164.16,1236204.59,332061.12,528279.06,375864.4,3800.0,372064.4,1680.0,77780.72,292603.68
2023-02-01,2023,2,EMEA,Enterprise,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.3529,0.2166,0,2631.0,563.1,1481403.0,268102.94,1213300.05,325908.66,518491.05,368900.35,3800.0,365100.35,1680.0,76318.27,287102.07
2023-02-01,2023,2,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.127,0.2058,0,2500.0,605.77,1514224.31,274042.91,1240181.4,333129.35,529978.51,377073.54,3800.0,373273.54,1680.0,78034.64,293558.9
2023-02-01,2023,2,EMEA,Professional Services,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.289,0.2134,0,2592.0,575.17,1490859.62,269814.39,1221045.22,327989.12,521800.87,371255.24,3800.0,367455.24,1680.0,76812.8,288962.44
2023-02-01,2023,2,APAC,Starter,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.2594,0.212,0,2575.0,580.75,1495188.51,270597.83,1224590.68,328941.47,523315.98,372333.23,3800.0,368533.23,1680.0,77039.18,289814.05
2023-02-01,2023,2,APAC,Professional,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.2536,0.2117,0,2571.0,581.85,1496036.4,270751.28,1225285.11,329128.01,523612.74,372544.37,3800.0,368744.37,1680.0,77083.52,289980.85
2023-02-01,2023,2,APAC,Enterprise,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1458,0.2067,0,2510.0,602.22,1511556.56,273560.11,1237996.45,332542.44,529044.8,376409.21,3800.0,372609.21,1680.0,77895.13,293034.08
2023-02-01,2023,2,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0953,0.2044,0,2482.0,611.77,1518708.52,274854.46,1243854.06,334115.87,531547.98,378190.2,3800.0,374390.2,1680.0,78269.14,294441.06
2023-02-01,2023,2,APAC,Professional Services,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1556,0.2071,0,2515.0,600.37,1510161.43,273307.62,1236853.81,332235.51,528556.5,376061.8,3800.0,372261.8,1680.0,77822.18,292759.62
2023-02-01,2023,2,LATAM,Starter,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.2659,0.2123,0,2578.0,579.53,1494241.08,270426.37,1223814.71,328733.04,522984.38,372097.3,3800.0,368297.3,1680.0,76989.63,289627.66
2023-02-01,2023,2,LATAM,Professional,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0282,0.2015,0,2447.0,624.44,1528081.12,276550.71,1251530.41,336177.85,534828.39,380524.17,3800.0,376724.17,1680.0,78759.28,296284.9
2023-02-01,2023,2,LATAM,Enterprise,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.5408,0.2267,0,2754.0,527.59,1452742.02,262915.91,1189826.12,319603.25,508459.71,361763.16,3800.0,357963.16,1680.0,74819.46,281463.7
2023-02-01,2023,2,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0175,0.2011,0,2442.0,626.45,1529553.81,276817.23,1252736.58,336501.84,535343.83,380890.91,3800.0,377090.91,1680.0,78836.29,296574.62
2023-02-01,2023,2,LATAM,Professional Services,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0315,0.2017,0,2449.0,623.81,1527615.04,276466.36,1251148.68,336075.31,534665.26,380408.11,3800.0,376608.11,1680.0,78734.9,296193.21
2023-02-01,2023,2,Divyansh,Starter,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.0837,0.2039,0,2476.0,613.95,1520332.74,275148.41,1245184.33,334473.2,532116.46,378594.67,3800.0,374794.67,1680.0,78354.08,294760.59
2023-02-01,2023,2,Divyansh,Professional,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1329,0.2061,0,2503.0,604.65,1513389.02,273891.74,1239497.28,332945.58,529686.16,376865.53,3800.0,373065.53,1680.0,77990.96,293394.57
2023-02-01,2023,2,Divyansh,Enterprise,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1759,0.2081,0,2527.0,596.53,1507260.86,272782.68,1234478.18,331597.39,527541.3,375339.49,3800.0,371539.49,1680.0,77670.49,292189.0
2023-02-01,2023,2,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1799,0.2082,0,2529.0,595.78,1506690.3,272679.42,1234010.89,331471.87,527341.61,375197.41,3800.0,371397.41,1680.0,77640.66,292076.76
2023-02-01,2023,2,Divyansh,Professional Services,Direct Sales,protocol,1.0,0.8783,0.9861,1.0067,0.1935,0.2089,0,2537.0,593.2,1504731.37,272324.89,1232406.48,331040.9,526655.98,374709.6,3800.0,370909.6,1680.0,77538.22,291691.38
2023-03-01,2023,3,North America,Starter,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1082,0.2207,0,2680.0,609.01,1632119.97,296518.77,1335601.2,359066.39,571241.99,405292.82,3800.0,401492.82,1680.0,83960.69,315852.13
2023-03-01,2023,3,North America,Professional,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.4466,0.2385,0,2896.0,545.1,1578729.73,286818.99,1291910.75,347320.54,552555.41,392034.8,3800.0,388234.8,1680.0,81176.51,305378.29
2023-03-01,2023,3,North America,Enterprise,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1503,0.2227,0,2705.0,601.07,1625700.55,295352.51,1330348.05,357654.12,568995.19,403698.73,3800.0,399898.73,1680.0,83625.93,314592.8
2023-03-01,2023,3,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1835,0.2244,0,2725.0,594.8,1620597.89,294425.47,1326172.42,356531.54,567209.26,402431.62,3800.0,398631.62,1680.0,83359.84,313591.78
2023-03-01,2023,3,North America,Professional Services,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.067,0.2187,0,2656.0,616.79,1638345.01,297649.71,1340695.3,360435.9,573420.75,406838.64,3800.0,403038.64,1680.0,84285.31,317073.33
2023-03-01,2023,3,EMEA,Starter,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1586,0.2231,0,2710.0,599.5,1624432.11,295122.06,1329310.05,357375.06,568551.24,403383.75,3800.0,399583.75,1680.0,83559.79,314343.96
2023-03-01,2023,3,EMEA,Professional,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.3839,0.2349,0,2853.0,556.96,1588952.31,288676.19,1300276.11,349569.51,556133.31,394573.3,3800.0,390773.3,1680.0,81709.59,307383.71
2023-03-01,2023,3,EMEA,Enterprise,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.3561,0.2334,0,2834.0,562.2,1593424.76,289488.73,1303936.02,350553.45,557698.67,395683.91,3800.0,391883.91,1680.0,81942.82,308261.09
2023-03-01,2023,3,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.3282,0.2319,0,2816.0,567.48,1597894.67,290300.81,1307593.85,351536.83,559263.13,396793.89,3800.0,392993.89,1680.0,82175.92,309137.98
2023-03-01,2023,3,EMEA,Professional Services,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1899,0.2247,0,2729.0,593.59,1619605.03,294245.09,1325359.94,356313.11,566861.76,402185.07,3800.0,398385.07,1680.0,83308.07,313397.01
2023-03-01,2023,3,APAC,Starter,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1819,0.2243,0,2724.0,595.09,1620835.35,294468.61,1326366.74,356583.78,567292.37,402490.59,3800.0,398690.59,1680.0,83372.22,313638.37
2023-03-01,2023,3,APAC,Professional,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.3327,0.2321,0,2819.0,566.61,1597166.6,290168.54,1306998.06,351376.65,559008.31,396613.1,3800.0,392813.1,1680.0,82137.95,308995.15
2023-03-01,2023,3,APAC,Enterprise,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1403,0.2222,0,2699.0,602.95,1627226.5,295629.73,1331596.76,357989.83,569529.27,404077.66,3800.0,400277.66,1680.0,83705.51,314892.15
2023-03-01,2023,3,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.2691,0.2287,0,2778.0,578.64,1607260.47,292002.37,1315258.11,353597.3,562541.17,399119.64,3800.0,395319.64,1680.0,82664.32,310975.31
2023-03-01,2023,3,APAC,Professional Services,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.2232,0.2264,0,2749.0,587.31,1614446.67,293307.93,1321138.74,355178.27,565056.33,400904.13,3800.0,397104.13,1680.0,83039.07,312385.07
2023-03-01,2023,3,LATAM,Starter,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.2002,0.2252,0,2735.0,591.64,1618012.7,293955.8,1324056.9,355962.79,566304.45,401789.66,3800.0,397989.66,1680.0,83225.03,313084.63
2023-03-01,2023,3,LATAM,Professional,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.3366,0.2323,0,2821.0,565.88,1596547.93,290056.14,1306491.79,351240.54,558791.78,396459.47,3800.0,392659.47,1680.0,82105.69,308873.78
2023-03-01,2023,3,LATAM,Enterprise,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.0591,0.2184,0,2652.0,618.29,1639537.14,297866.3,1341670.84,360698.17,573838.0,407134.67,3800.0,403334.67,1680.0,84347.48,317307.19
2023-03-01,2023,3,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.2322,0.2268,0,2754.0,585.6,1613039.37,293052.26,1319987.11,354868.66,564563.78,400554.67,3800.0,396754.67,1680.0,82965.68,312108.99
2023-03-01,2023,3,LATAM,Professional Services,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.4098,0.2364,0,2871.0,552.06,1584751.37,287912.98,1296838.39,348645.3,554662.98,393530.11,3800.0,389730.11,1680.0,81490.52,306559.59
2023-03-01,2023,3,Divyansh,Starter,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1693,0.2237,0,2716.0,597.48,1622784.83,294822.79,1327962.04,357012.66,567974.69,402974.69,3800.0,399174.69,1680.0,83473.88,314020.81
2023-03-01,2023,3,Divyansh,Professional,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.2291,0.2267,0,2753.0,586.18,1613518.36,293139.28,1320379.08,354974.04,564731.42,400673.61,3800.0,396873.61,1680.0,82990.66,312202.95
2023-03-01,2023,3,Divyansh,Enterprise,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1905,0.2247,0,2729.0,593.48,1619517.38,294229.17,1325288.22,356293.82,566831.08,402163.31,3800.0,398363.31,1680.0,83303.49,313379.81
2023-03-01,2023,3,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.1446,0.2224,0,2701.0,602.15,1626578.62,295512.03,1331066.59,357847.3,569302.52,403916.78,3800.0,400116.78,1680.0,83671.72,314765.05
2023-03-01,2023,3,Divyansh,Professional Services,Direct Sales,protocol,1.0,1.0213,0.9744,1.01,0.0485,0.2179,0,2646.0,620.28,1641123.87,298154.57,1342969.3,361047.25,574393.35,407528.69,3800.0,403728.69,1680.0,84430.23,317618.47
2023-04-01,2023,4,North America,Starter,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.0736,0.2335,0,2836.0,616.52,1748158.24,317503.74,1430654.49,384594.81,611855.38,434204.3,3800.0,430404.3,1680.0,90032.1,338692.2
2023-04-01,2023,4,North America,Professional,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2828,0.2446,0,2970.0,576.96,1713718.99,311248.82,1402470.17,377018.18,599801.65,425650.35,3800.0,421850.35,1680.0,88235.77,331934.57
2023-04-01,2023,4,North America,Enterprise,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.6713,0.2691,0,3267.0,503.49,1645103.09,298786.67,1346316.42,361922.68,575786.08,408607.65,3800.0,404807.65,1680.0,84656.81,318470.85
2023-04-01,2023,4,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.0877,0.2342,0,2844.0,613.86,1745895.18,317092.72,1428802.46,384096.94,611063.31,433642.21,3800.0,429842.21,1680.0,89914.06,338248.14
2023-04-01,2023,4,North America,Professional Services,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.0835,0.234,0,2842.0,614.65,1746565.24,317214.42,1429350.82,384244.35,611297.83,433808.63,3800.0,430008.63,1680.0,89949.01,338379.62
2023-04-01,2023,4,EMEA,Starter,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2378,0.2421,0,2940.0,585.47,1721264.81,312619.31,1408645.5,378678.26,602442.68,427524.56,3800.0,423724.56,1680.0,88629.36,333415.2
2023-04-01,2023,4,EMEA,Professional,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2246,0.2414,0,2931.0,587.97,1723469.56,313019.74,1410449.82,379163.3,603214.35,428072.17,3800.0,424272.17,1680.0,88744.36,333847.82
2023-04-01,2023,4,EMEA,Enterprise,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2521,0.2429,0,2950.0,582.77,1718880.02,312186.18,1406693.85,378153.61,601608.01,426932.23,3800.0,423132.23,1680.0,88504.97,332947.26
2023-04-01,2023,4,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2259,0.2414,0,2932.0,587.72,1723248.75,312979.63,1410269.11,379114.72,603137.06,428017.33,3800.0,424217.33,1680.0,88732.84,333804.49
2023-04-01,2023,4,EMEA,Professional Services,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.1166,0.2357,0,2862.0,608.39,1741209.05,316241.62,1424967.43,383065.99,609423.17,432478.27,3800.0,428678.27,1680.0,89669.64,337328.64
2023-04-01,2023,4,APAC,Starter,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.1469,0.2372,0,2881.0,602.67,1736279.83,315346.36,1420933.46,381981.56,607697.94,431253.96,3800.0,427453.96,1680.0,89412.53,336361.43
2023-04-01,2023,4,APAC,Professional,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2562,0.2431,0,2952.0,581.99,1718193.1,312061.42,1406131.68,378002.48,601367.59,426761.62,3800.0,422961.62,1680.0,88469.14,332812.48
2023-04-01,2023,4,APAC,Enterprise,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.4133,0.2522,0,3063.0,552.27,1691379.5,307191.48,1384188.02,372103.49,591982.83,420101.7,3800.0,416301.7,1680.0,87070.56,327551.15
2023-04-01,2023,4,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.163,0.2381,0,2891.0,599.61,1733637.95,314866.54,1418771.41,381400.35,606773.28,430597.78,3800.0,426797.78,1680.0,89274.73,335843.04
2023-04-01,2023,4,APAC,Professional Services,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.1562,0.2377,0,2887.0,600.9,1734749.61,315068.44,1419681.16,381644.91,607162.36,430873.89,3800.0,427073.89,1680.0,89332.72,336061.17
2023-04-01,2023,4,LATAM,Starter,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.3978,0.2513,0,3051.0,555.2,1694068.12,307679.79,1386388.32,372694.99,592923.84,420769.5,3800.0,416969.5,1680.0,87210.79,328078.7
2023-04-01,2023,4,LATAM,Professional,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.0819,0.2339,0,2841.0,614.96,1746826.63,317261.89,1429564.74,384301.86,611389.32,433873.56,3800.0,430073.56,1680.0,89962.65,338430.91
2023-04-01,2023,4,LATAM,Enterprise,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.3358,0.2476,0,3007.0,566.94,1704736.0,309617.31,1395118.69,375041.92,596657.6,423419.17,3800.0,419619.17,1680.0,87767.23,330171.94
2023-04-01,2023,4,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.1179,0.2357,0,2863.0,608.14,1740992.56,316202.3,1424790.27,383018.36,609347.4,432424.5,3800.0,428624.5,1680.0,89658.35,337286.16
2023-04-01,2023,4,LATAM,Professional Services,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2439,0.2424,0,2944.0,584.32,1720251.86,312435.33,1407816.53,378455.41,602088.15,427272.97,3800.0,423472.97,1680.0,88576.52,333216.44
2023-04-01,2023,4,Divyansh,Starter,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.2362,0.242,0,2939.0,585.77,1721531.11,312667.67,1408863.44,378736.84,602535.89,427590.7,3800.0,423790.7,1680.0,88643.25,333467.46
2023-04-01,2023,4,Divyansh,Professional,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.0943,0.2345,0,2848.0,612.61,1744824.15,316898.2,1427925.95,383861.31,610688.45,433376.19,3800.0,429576.19,1680.0,89858.2,338037.99
2023-04-01,2023,4,Divyansh,Enterprise,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.1373,0.2367,0,2875.0,604.48,1737848.99,315631.36,1422217.63,382326.78,608247.15,431643.71,3800.0,427843.71,1680.0,89494.38,336669.33
2023-04-01,2023,4,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.1994,0.24,0,2915.0,592.72,1727636.24,313776.5,1413859.75,380079.97,604672.69,429107.09,3800.0,425307.09,1680.0,88961.69,334665.4
2023-04-01,2023,4,Divyansh,Professional Services,Direct Sales,protocol,1.0,1.157,0.9834,1.0134,0.0643,0.233,0,2830.0,618.28,1749655.42,317775.66,1431879.75,384924.19,612379.4,434576.17,3800.0,430776.17,1680.0,90110.2,338985.97
2023-05-01,2023,5,North America,Starter,Direct Sales,protocol,1.0,0.8251,0.9939,1.0168,0.1055,0.1987,0,2413.0,611.54,1475563.09,267837.28,1207725.82,324623.88,516447.08,366654.85,3800.0,362854.85,1680.0,75846.72,285328.13
2023-05-01,2023,5,North America,Professional,Direct Sales,protocol,1.0,0.8251,0.9939,1.0168,0.238,0.2046,0,2485.0,586.44,1457127.91,264491.01,1192636.9,320568.14,509994.77,362073.99,3800.0,358273.99,1680.0,74884.74,281709.25
2023-05-01,2023,5,North America,Enterprise,Direct Sales,protocol,1.0,0.8251,0.9939,1.0168,0.1911,0.2025,0,2459.0,595.32,1463712.99,265686.3,1198026.69,322016.86,512299.55,363710.28,3800.0,359910.28,1680.0,75228.36,283001.92
2023-05-01,2023,5,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,0.8251,0.9939,1.0168,0.1679,0.2014,0,2446.0,599.72,1466952.71,266274.36,1200678.35,322729.6,513433.45,364515.3,3800.0,360715.3,1680.0,75397.41,283637.89
2023-05-01,2023,5,North America,Professional Services,Direct Sales,protocol,1.0,0.8251,0.9939,1.0168,0.1923,0.2025,0,2459.0,595.11,1463555.89,265657.79,1197898.1,321982.3,512244.56,363671.25,3800.0,359871.25,1680.0,75220.16,282971.08
