date,year,month,product,region,scenario,channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-01-01,2023,1,Snacks,Asia Pacific,Stress Test,Mass Retail,1.0,1.0457,0.7302,1.0033,0.4133,1.0,1,128729.0,6.64,855006.16,445640.61,409365.55,68400.49,102600.74,238364.32,75.0,238289.32,30.0,59564.83,178694.49
2023-01-01,2023,1,Snacks,Asia Pacific,Stress Test,Club,1.0,1.0457,0.7302,1.0033,0.163,0.9136,0,117608.0,7.21,848114.48,442048.58,406065.91,67849.16,101773.74,236443.01,75.0,236368.01,30.0,59084.5,177253.51
2023-01-01,2023,1,Snacks,Asia Pacific,Stress Test,E-Commerce,1.0,1.0457,0.7302,1.0033,0.1562,0.9109,0,117257.0,7.23,847389.91,441670.92,405718.99,67791.19,101686.79,236241.01,75.0,236166.01,30.0,59034.0,177102.01
2023-01-01,2023,1,Snacks,Asia Pacific,Stress Test,Drug,1.0,1.0457,0.7302,1.0033,0.3978,1.0,1,128729.0,6.68,859544.95,448006.29,411538.66,68763.6,103145.39,239629.67,75.0,239554.67,30.0,59881.17,179643.5
2023-01-01,2023,1,Snacks,Asia Pacific,Stress Test,Convenience,1.0,1.0457,0.7302,1.0033,0.0819,0.8819,0,113521.0,7.4,839587.46,437604.18,401983.28,67167.0,100750.5,234065.79,75.0,233990.79,30.0,58490.2,175470.59
2023-01-01,2023,1,Snacks,Latin America,Base,Grocery,1.0,1.0457,0.1864,1.0033,0.3358,0.8318,0,107072.0,10.49,1123159.65,585405.79,537753.87,89852.77,134779.16,313121.94,75.0,313046.94,30.0,78254.23,234762.7
2023-01-01,2023,1,Snacks,Latin America,Base,Mass Retail,1.0,1.0457,0.1864,1.0033,0.1179,0.754,0,97056.0,11.25,1092081.67,569207.53,522874.14,87366.53,131049.8,304457.81,75.0,304382.81,30.0,76088.2,228264.61
2023-01-01,2023,1,Snacks,Latin America,Base,Club,1.0,1.0457,0.1864,1.0033,0.2439,0.7973,0,102639.0,10.81,1109672.84,578376.28,531296.56,88773.83,133160.74,309361.99,75.0,309286.99,30.0,77314.25,231942.74
2023-01-01,2023,1,Snacks,Latin America,Base,E-Commerce,1.0,1.0457,0.1864,1.0033,0.2362,0.7946,0,102283.0,10.84,1108573.53,577803.31,530770.23,88685.88,133028.82,309055.52,75.0,308980.52,30.0,77237.63,231712.89
2023-01-01,2023,1,Snacks,Latin America,Base,Drug,1.0,1.0457,0.1864,1.0033,0.0943,0.7463,0,96065.0,11.33,1088885.26,567541.52,521343.75,87110.82,130666.23,303566.69,75.0,303491.69,30.0,75865.42,227596.27
2023-01-01,2023,1,Snacks,Latin America,Base,Convenience,1.0,1.0457,0.1864,1.0033,0.1373,0.7603,0,97878.0,11.18,1094716.4,570580.79,524135.62,87577.31,131365.97,305192.34,75.0,305117.34,30.0,76271.83,228815.5
2023-01-01,2023,1,Snacks,Latin America,Optimistic,Grocery,1.0,1.0457,0.1864,1.0033,0.1994,0.739,0,95137.0,12.61,1199867.53,625386.95,574480.58,95989.4,143984.1,334507.07,75.0,334432.07,30.0,83600.52,250801.55
2023-01-01,2023,1,Snacks,Latin America,Optimistic,Mass Retail,1.0,1.0457,0.1864,1.0033,0.0643,0.6966,0,89677.0,13.16,1179776.32,614915.15,564861.17,94382.11,141573.16,328905.91,75.0,328830.91,30.0,82200.23,246600.68
2023-01-01,2023,1,Snacks,Latin America,Optimistic,Club,1.0,1.0457,0.1864,1.0033,0.1055,0.7091,0,91285.0,12.99,1185781.41,618045.08,567736.33,94862.51,142293.77,330580.05,75.0,330505.05,30.0,82618.76,247856.28
2023-01-01,2023,1,Snacks,Latin America,Optimistic,E-Commerce,1.0,1.0457,0.1864,1.0033,0.238,0.752,0,96801.0,12.46,1205826.38,628492.79,577333.59,96466.11,144699.17,336168.32,75.0,336093.32,30.0,84015.83,252047.49
2023-01-01,2023,1,Snacks,Latin America,Optimistic,Drug,1.0,1.0457,0.1864,1.0033,0.1911,0.7363,0,94786.0,12.65,1198598.64,624725.59,573873.05,95887.89,143831.84,334153.32,75.0,334078.32,30.0,83512.08,250536.24
2023-01-01,2023,1,Snacks,Latin America,Optimistic,Convenience,1.0,1.0457,0.1864,1.0033,0.1679,0.7288,0,93813.0,12.74,1195070.51,622886.68,572183.83,95605.64,143408.46,333169.72,75.0,333094.72,30.0,83266.18,249798.54
2023-01-01,2023,1,Snacks,Latin America,Pessimistic,Grocery,1.0,1.0457,0.1864,1.0033,0.1923,0.8434,0,108571.0,9.01,978600.74,510059.76,468540.99,78288.06,117432.09,272820.84,75.0,272745.84,30.0,68178.96,204536.88
2023-01-01,2023,1,Snacks,Latin America,Pessimistic,Mass Retail,1.0,1.0457,0.1864,1.0033,0.1329,0.8216,0,105761.0,9.18,971297.38,506253.14,465044.23,77703.79,116555.69,270784.76,75.0,270709.76,30.0,67669.94,203009.82
2023-01-01,2023,1,Snacks,Latin America,Pessimistic,Club,1.0,1.0457,0.1864,1.0033,0.1894,0.8423,0,108432.0,9.02,978243.51,509873.56,468369.95,78259.48,117389.22,272721.25,75.0,272646.25,30.0,68154.06,204462.18
2023-01-01,2023,1,Snacks,Latin America,Pessimistic,E-Commerce,1.0,1.0457,0.1864,1.0033,0.1621,0.8322,0,107128.0,9.1,974865.73,508113.01,466752.71,77989.26,116983.89,271779.57,75.0,271704.57,30.0,67918.64,203755.92
2023-01-01,2023,1,Snacks,Latin America,Pessimistic,Drug,1.0,1.0457,0.1864,1.0033,0.0675,0.7987,0,102811.0,9.37,963478.24,502177.71,461300.54,77078.26,115617.39,268604.89,75.0,268529.89,30.0,67124.97,201374.92
2023-01-01,2023,1,Snacks,Latin America,Pessimistic,Convenience,1.0,1.0457,0.1864,1.0033,0.4136,0.9342,0,120265.0,8.38,1007624.14,525187.14,482437.0,80609.93,120914.9,280912.17,75.0,280837.17,30.0,70201.79,210605.38
2023-01-01,2023,1,Snacks,Latin America,Stress Test,Grocery,1.0,1.0457,0.1864,1.0033,0.5348,1.0,1,128729.0,6.37,819430.72,427098.22,392332.5,65554.46,98331.69,228446.36,75.0,228371.36,30.0,57085.34,171256.02
2023-01-01,2023,1,Snacks,Latin America,Stress Test,Mass Retail,1.0,1.0457,0.1864,1.0033,0.0427,0.8672,0,111634.0,7.48,835575.71,435513.2,400062.51,66846.06,100269.09,232947.37,75.0,232872.37,30.0,58210.59,174631.78
2023-01-01,2023,1,Snacks,Latin America,Stress Test,Club,1.0,1.0457,0.1864,1.0033,0.2313,0.9419,0,121251.0,7.06,855539.21,445918.44,409620.76,68443.14,102664.7,238512.92,75.0,238437.92,30.0,59601.98,178805.94
2023-01-01,2023,1,Snacks,Latin America,Stress Test,E-Commerce,1.0,1.0457,0.1864,1.0033,0.371,1.0,1,128729.0,6.74,867410.84,452106.09,415304.74,69392.87,104089.3,241822.58,75.0,241747.58,30.0,60429.39,181288.18
2023-01-01,2023,1,Snacks,Latin America,Stress Test,Drug,1.0,1.0457,0.1864,1.0033,0.2487,0.9493,0,122208.0,7.02,857462.87,446921.08,410541.79,68597.03,102895.54,239049.22,75.0,238974.22,30.0,59736.05,179208.16
2023-01-01,2023,1,Snacks,Latin America,Stress Test,Convenience,1.0,1.0457,0.1864,1.0033,0.3405,0.9904,1,127488.0,6.81,867888.9,452355.26,415533.63,69431.11,104146.67,241955.85,75.0,241880.85,30.0,60462.71,181388.14
2023-01-01,2023,1,Snacks,Middle East & Africa,Base,Grocery,1.0,1.0457,0.266,1.0033,0.1606,0.7682,0,98888.0,11.1,1097932.59,572257.11,525675.49,87834.61,131751.91,306088.97,75.0,306013.97,30.0,76495.99,229487.98
2023-01-01,2023,1,Snacks,Middle East & Africa,Base,Mass Retail,1.0,1.0457,0.266,1.0033,0.0532,0.7332,0,94385.0,11.48,1083409.4,564687.42,518721.97,86672.75,130009.13,302040.09,75.0,301965.09,30.0,75483.77,226451.32
2023-01-01,2023,1,Snacks,Middle East & Africa,Base,Club,1.0,1.0457,0.266,1.0033,0.0233,0.724,0,93195.0,11.58,1079488.44,562643.77,516844.67,86359.08,129538.61,300946.99,75.0,300871.99,30.0,75210.5,225631.49
2023-01-01,2023,1,Snacks,Middle East & Africa,Base,E-Commerce,1.0,1.0457,0.266,1.0033,0.2232,0.7899,0,101685.0,10.88,1106716.89,576835.6,529881.29,88537.35,132806.03,308537.91,75.0,308462.91,30.0,77108.23,231324.68
2023-01-01,2023,1,Snacks,Middle East & Africa,Base,Drug,1.0,1.0457,0.266,1.0033,0.1655,0.7699,0,99104.0,11.09,1098617.1,572613.88,526003.22,87889.37,131834.05,306279.8,75.0,306204.8,30.0,76543.7,229631.1
2023-01-01,2023,1,Snacks,Middle East & Africa,Base,Convenience,1.0,1.0457,0.266,1.0033,0.2064,0.784,0,100920.0,10.94,1104332.59,575592.87,528739.72,88346.61,132519.91,307873.2,75.0,307798.2,30.0,76942.05,230826.15
2023-01-01,2023,1,Snacks,Middle East & Africa,Optimistic,Grocery,1.0,1.0457,0.266,1.0033,0.2127,0.7434,0,95702.0,12.56,1201898.16,626445.35,575452.81,96151.85,144227.78,335073.18,75.0,334998.18,30.0,83742.05,251226.14
2023-01-01,2023,1,Snacks,Middle East & Africa,Optimistic,Mass Retail,1.0,1.0457,0.266,1.0033,0.076,0.7002,0,90130.0,13.11,1181475.85,615800.97,565674.88,94518.07,141777.1,329379.71,75.0,329304.71,30.0,82318.68,246956.04
2023-01-01,2023,1,Snacks,Middle East & Africa,Optimistic,Club,1.0,1.0457,0.266,1.0033,0.168,0.7288,0,93818.0,12.74,1195090.13,622896.91,572193.22,95607.21,143410.82,333175.19,75.0,333100.19,30.0,83267.55,249802.65
2023-01-01,2023,1,Snacks,Middle East & Africa,Optimistic,E-Commerce,1.0,1.0457,0.266,1.0033,0.3013,0.7741,0,99644.0,12.2,1215840.38,633712.22,582128.17,97267.23,145900.85,338960.09,75.0,338885.09,30.0,84713.77,254141.32
2023-01-01,2023,1,Snacks,Middle East & Africa,Optimistic,Drug,1.0,1.0457,0.266,1.0033,0.3649,0.7974,0,102645.0,11.95,1226189.98,639106.57,587083.41,98095.2,147142.8,341845.42,75.0,341770.42,30.0,85435.1,256305.31
2023-01-01,2023,1,Snacks,Middle East & Africa,Optimistic,Convenience,1.0,1.0457,0.266,1.0033,0.1982,0.7386,0,95086.0,12.62,1199681.94,625290.22,574391.72,95974.56,143961.83,334455.33,75.0,334380.33,30.0,83587.58,250762.75
