date,year,month,region,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2024-04-01,2024,4,Europe,1.0,1.157,1.1058,1.0067,0.289,0.8349,0,107474.0,10.71,1150702.59,606229.13,544473.46,92056.21,138084.31,314332.94,9000.0,305332.94,3600.0,75433.23,226299.7
2024-04-01,2024,4,Asia Pacific,1.0,1.157,0.7441,1.0067,0.2594,0.8241,0,106081.0,10.81,1146422.19,603514.07,542908.12,91713.78,137570.66,313623.68,9000.0,304623.68,3600.0,75255.92,225767.76
2024-04-01,2024,4,Latin America,1.0,1.157,0.1823,1.0067,0.2536,0.8271,0,106468.0,10.78,1147614.67,600889.22,546725.45,91809.17,137713.76,317202.52,9000.0,308202.52,3600.0,76150.63,228451.89
2024-04-01,2024,4,Middle East & Africa,1.0,1.157,0.2728,1.0067,0.1458,0.7852,0,101078.0,11.19,1130708.01,592912.86,537795.14,90456.64,135684.96,311653.54,9000.0,302653.54,3600.0,74763.39,224290.16
2024-05-01,2024,5,North America,1.0,0.8251,1.0072,1.0084,0.0953,0.6929,0,89192.0,11.39,1015850.01,535255.98,480594.03,81268.0,121902.0,277424.03,9000.0,268424.03,3600.0,66206.01,198618.02
2024-05-01,2024,5,Europe,1.0,0.8251,1.0827,1.0084,0.1556,0.7167,0,92255.0,11.12,1025697.16,538789.0,486908.16,82055.77,123083.66,281768.73,9000.0,272768.73,3600.0,67292.18,201876.55
2024-05-01,2024,5,Asia Pacific,1.0,0.8251,0.7394,1.0084,0.2659,0.7485,0,96355.0,10.78,1038518.99,545959.72,492559.27,83081.52,124622.28,284855.47,9000.0,275855.47,3600.0,68063.87,204191.61
2024-05-01,2024,5,Latin America,1.0,0.8251,0.1813,1.0084,0.0282,0.6776,0,87230.0,11.57,1009413.53,529438.86,479974.67,80753.08,121129.62,278091.97,9000.0,269091.97,3600.0,66372.99,199118.97
2024-05-01,2024,5,Middle East & Africa,1.0,0.8251,0.276,1.0084,0.5408,0.8534,0,109861.0,9.81,1078179.21,567046.11,511133.09,86254.34,129381.5,295497.25,9000.0,286497.25,3600.0,70724.31,212172.94
2024-06-01,2024,6,North America,1.0,0.6735,1.0133,1.01,0.0175,0.6362,0,81894.0,11.69,957142.68,506615.41,450527.27,76571.41,114857.12,259098.74,9000.0,250098.74,3600.0,61624.68,184874.05
2024-06-01,2024,6,Europe,1.0,0.6735,1.0776,1.01,0.0315,0.6473,0,83322.0,11.54,961881.74,507270.19,454611.55,76950.54,115425.81,262235.2,9000.0,253235.2,3600.0,62408.8,187226.4
2024-06-01,2024,6,Asia Pacific,1.0,0.6735,0.7411,1.01,0.0837,0.6564,0,84494.0,11.43,965728.65,508736.6,456992.05,77258.29,115887.44,263846.32,9000.0,254846.32,3600.0,62811.58,188434.74
2024-06-01,2024,6,Latin America,1.0,0.6735,0.1847,1.01,0.1329,0.6735,0,86698.0,11.22,972858.98,509906.42,462952.56,77828.72,116743.08,268380.77,9000.0,259380.77,3600.0,63945.19,191835.58
2024-06-01,2024,6,Middle East & Africa,1.0,0.6735,0.2774,1.01,0.1759,0.6832,0,87952.0,11.11,976859.07,514752.71,462106.37,78148.73,117223.09,266734.55,9000.0,257734.55,3600.0,63533.64,190600.91
2024-07-01,2024,7,North America,1.0,0.7743,1.045,1.0117,0.1799,0.6971,0,89735.0,11.21,1005890.54,542236.39,463654.14,80471.24,120706.86,262476.04,9000.0,253476.04,3600.0,62469.01,187407.03
2024-07-01,2024,7,Europe,1.0,0.7743,1.0702,1.0117,0.1935,0.7191,0,92564.0,10.96,1014851.02,537997.32,476853.7,81188.08,121782.12,273883.49,9000.0,264883.49,3600.0,65320.87,195962.62
2024-07-01,2024,7,Asia Pacific,1.0,0.7743,0.7477,1.0117,0.1082,0.6834,0,87980.0,11.37,1000229.62,529444.12,470785.49,80018.37,120027.55,270739.57,9000.0,261739.57,3600.0,64534.89,193604.68
2024-07-01,2024,7,Latin America,1.0,0.7743,0.1838,1.0117,0.4466,0.8038,0,103477.0,10.12,1047688.8,550061.7,497627.1,83815.1,125722.66,288089.34,9000.0,279089.34,3600.0,68872.34,206617.01
2024-07-01,2024,7,Middle East & Africa,1.0,0.7743,0.2833,1.0117,0.1503,0.6962,0,89619.0,11.22,1005520.1,532184.06,473336.04,80441.61,120662.41,272232.02,9000.0,263232.02,3600.0,64908.01,194724.02
2024-08-01,2024,8,North America,1.0,0.7833,1.0388,1.0134,0.1835,0.7011,0,90257.0,11.19,1009639.99,543081.67,466558.32,80771.2,121156.8,264630.32,9000.0,255630.32,3600.0,63007.58,189022.74
2024-08-01,2024,8,Europe,1.0,0.7833,1.0603,1.0134,0.067,0.6842,0,88072.0,11.38,1002594.21,534997.15,467597.06,80207.54,120311.31,267078.22,9000.0,258078.22,3600.0,63619.55,190858.66
2024-08-01,2024,8,Asia Pacific,1.0,0.7833,0.7443,1.0134,0.1586,0.7009,0,90233.0,11.19,1009561.8,534016.07,475545.73,80764.94,121147.42,273633.37,9000.0,264633.37,3600.0,65258.34,195775.03
2024-08-01,2024,8,Latin America,1.0,0.7833,0.1857,1.0134,0.3839,0.7811,0,100546.0,10.36,1041266.74,546744.64,494522.11,83301.34,124952.01,286268.76,9000.0,277268.76,3600.0,68417.19,205251.57
2024-08-01,2024,8,Middle East & Africa,1.0,0.7833,0.2785,1.0134,0.3561,0.7674,0,98781.0,10.49,1036010.82,547513.33,488497.49,82880.87,124321.3,281295.33,9000.0,272295.33,3600.0,67173.83,201521.49
2024-09-01,2024,9,North America,1.0,0.835,1.0311,1.0151,0.3282,0.7627,0,98180.0,10.66,1046420.81,561178.4,485242.41,83713.66,125570.5,275958.25,9000.0,266958.25,3600.0,65839.56,197518.68
2024-09-01,2024,9,Europe,1.0,0.835,1.056,1.0151,0.1899,0.7344,0,94535.0,10.95,1035171.81,554318.2,480853.61,82813.75,124220.62,273819.25,9000.0,264819.25,3600.0,65304.81,195914.43
2024-09-01,2024,9,Asia Pacific,1.0,0.835,0.7491,1.0151,0.1819,0.7182,0,92449.0,11.13,1028593.26,546160.64,482432.62,82287.46,123431.19,276713.97,9000.0,267713.97,3600.0,66028.49,198085.48
2024-09-01,2024,9,Latin America,1.0,0.835,0.1832,1.0151,0.3327,0.7752,0,99788.0,10.54,1051288.22,553414.35,497873.86,84103.06,126154.59,287616.22,9000.0,278616.22,3600.0,68754.05,206262.16
2024-09-01,2024,9,Middle East & Africa,1.0,0.835,0.2759,1.0151,0.1403,0.7073,0,91055.0,11.25,1024136.63,541105.82,483030.82,81930.93,122896.4,278203.49,9000.0,269203.49,3600.0,66400.87,199202.62
2024-10-01,2024,10,North America,1.0,0.7483,1.0189,1.0168,0.2691,0.7243,0,93240.0,10.84,1010866.72,539193.88,471672.84,80869.34,121304.01,269499.49,9000.0,260499.49,3600.0,64224.87,192674.62
2024-10-01,2024,10,Europe,1.0,0.7483,1.0789,1.0168,0.2232,0.7186,0,92501.0,10.9,1008571.6,534017.98,474553.62,80685.73,121028.59,272839.3,9000.0,263839.3,3600.0,65059.83,195179.48
2024-10-01,2024,10,Asia Pacific,1.0,0.7483,0.7419,1.0168,0.2002,0.7054,0,90807.0,11.05,1003258.33,531242.29,472016.04,80260.67,120391.0,271364.38,9000.0,262364.38,3600.0,64691.09,194073.28
2024-10-01,2024,10,Latin America,1.0,0.7483,0.1826,1.0168,0.3366,0.7549,0,97172.0,10.53,1022866.21,539249.77,483616.44,81829.3,122743.95,279043.2,9000.0,270043.2,3600.0,66610.8,199832.4
2024-10-01,2024,10,Middle East & Africa,1.0,0.7483,0.2722,1.0168,0.0591,0.6645,0,85542.0,11.53,986283.9,520662.75,465621.14,78902.71,118354.07,268364.36,9000.0,259364.36,3600.0,63941.09,191823.27
2024-11-01,2024,11,North America,1.0,0.9431,1.0279,1.0185,0.2322,0.7543,0,97105.0,11.0,1068445.1,573357.65,495087.45,85475.61,128213.41,281398.43,9000.0,272398.43,3600.0,67199.61,201598.83
2024-11-01,2024,11,Europe,1.0,0.9431,1.0654,1.0185,0.4098,0.8364,0,107672.0,10.22,1100450.51,587656.19,512794.32,88036.04,132054.06,292704.22,9000.0,283704.22,3600.0,70026.06,210078.17
2024-11-01,2024,11,Asia Pacific,1.0,0.9431,0.738,1.0185,0.1693,0.7402,0,95284.0,11.15,1062681.19,562149.99,500531.2,85014.5,127521.74,287994.96,9000.0,278994.96,3600.0,68848.74,206546.22
2024-11-01,2024,11,Latin America,1.0,0.9431,0.1801,1.0185,0.2291,0.764,0,98347.0,10.9,1072332.46,566769.52,505562.94,85786.6,128679.9,291096.45,9000.0,282096.45,3600.0,69624.11,208872.34
2024-11-01,2024,11,Middle East & Africa,1.0,0.9431,0.2706,1.0185,0.1905,0.748,0,96291.0,11.07,1065878.83,562860.64,503018.19,85270.31,127905.46,289842.43,9000.0,280842.43,3600.0,69310.61,207931.82
2024-12-01,2024,12,North America,1.0,1.074,1.0447,1.0202,0.1446,0.7495,0,96478.0,11.37,1096732.97,594565.26,502167.71,87738.64,131607.96,282821.12,9000.0,273821.12,3600.0,67555.28,202665.84
2024-12-01,2024,12,Europe,1.0,1.074,1.0803,1.0202,0.0485,0.7345,0,94546.0,11.53,1090412.59,578272.35,512140.24,87233.01,130849.51,294057.72,9000.0,285057.72,3600.0,70364.43,211093.29
2024-12-01,2024,12,Asia Pacific,1.0,1.074,0.7338,1.0202,0.0736,0.7388,0,95102.0,11.48,1092238.27,577154.41,515083.87,87379.06,131068.59,296636.21,9000.0,287636.21,3600.0,71009.05,213027.16
2024-12-01,2024,12,Latin America,1.0,1.074,0.1792,1.0202,0.2828,0.8137,0,104751.0,10.72,1122817.61,594441.5,528376.11,89825.41,134738.11,303812.59,9000.0,294812.59,3600.0,72803.15,218409.44
2024-12-01,2024,12,Middle East & Africa,1.0,1.074,0.2653,1.0202,0.6713,0.9825,1,126473.0,9.37,1184927.57,625114.85,559812.72,94794.21,142191.31,322827.2,9000.0,313827.2,3600.0,77556.8,232670.4
2025-01-01,2025,1,North America,1.0,1.0654,1.0429,1.0219,0.0877,0.7291,0,93863.0,11.57,1086193.98,588967.16,497226.82,86895.52,130343.28,279988.02,9000.0,270988.02,3600.0,66847.0,200541.01
2025-01-01,2025,1,Europe,1.0,1.0654,1.0542,1.0219,0.0835,0.7499,0,96534.0,11.34,1094937.07,589630.55,505306.52,87594.97,131392.45,286319.11,9000.0,277319.11,3600.0,68429.78,205289.33
2025-01-01,2025,1,Asia Pacific,1.0,1.0654,0.7212,1.0219,0.2378,0.7951,0,102347.0,10.88,1113382.32,590722.67,522659.65,89070.59,133605.88,299983.19,9000.0,290983.19,3600.0,71845.8,215537.39
2025-01-01,2025,1,Latin America,1.0,1.0654,0.1814,1.0219,0.2246,0.7892,0,101595.0,10.94,1111041.0,588197.51,522843.49,88883.28,133324.92,300635.29,9000.0,291635.29,3600.0,72008.82,216026.47
2025-01-01,2025,1,Middle East & Africa,1.0,1.0654,0.2677,1.0219,0.2521,0.7972,0,102628.0,10.86,1114253.94,588837.46,525416.48,89140.31,133710.47,302565.69,9000.0,293565.69,3600.0,72491.42,217474.27
2025-02-01,2025,2,North America,1.0,1.2181,1.0302,1.0236,0.2259,0.8127,0,104615.0,11.05,1156113.75,623354.94,532758.81,92489.1,138733.65,301536.06,9000.0,292536.06,3600.0,72234.02,216702.05
2025-02-01,2025,2,Europe,1.0,1.2181,1.049,1.0236,0.1166,0.7957,0,102432.0,11.22,1149168.19,621295.83,527872.36,91933.46,137900.18,298038.73,9000.0,289038.73,3600.0,71359.68,214079.04
2025-02-01,2025,2,Asia Pacific,1.0,1.2181,0.7262,1.0236,0.1469,0.7957,0,102433.0,11.22,1149172.24,608753.21,540419.03,91933.78,137900.67,310584.58,9000.0,301584.58,3600.0,74496.14,223488.43
2025-02-01,2025,2,Latin America,1.0,1.2181,0.1769,1.0236,0.2562,0.8372,0,107771.0,10.82,1165974.2,619525.01,546449.19,93277.94,139916.9,313254.35,9000.0,304254.35,3600.0,75163.59,225490.76
2025-02-01,2025,2,Middle East & Africa,1.0,1.2181,0.2668,1.0236,0.4133,0.8977,0,115563.0,10.29,1189460.75,629013.19,560447.56,95156.86,142735.29,322555.41,9000.0,313555.41,3600.0,77488.85,232466.56
2025-03-01,2025,3,North America,1.0,1.2337,1.0179,1.0253,0.163,0.7964,0,102520.0,11.25,1153053.6,618309.7,534743.91,92244.29,138366.43,304133.18,9000.0,295133.18,3600.0,72883.3,218649.89
2025-03-01,2025,3,Europe,1.0,1.2337,1.0514,1.0253,0.1562,0.8118,0,104508.0,11.09,1159396.45,626766.49,532629.97,92751.72,139127.57,300750.68,9000.0,291750.68,3600.0,72037.67,216113.01
2025-03-01,2025,3,Asia Pacific,1.0,1.2337,0.7212,1.0253,0.3978,0.8973,0,115511.0,10.33,1193034.91,634460.03,558574.88,95442.79,143164.19,319967.9,9000.0,310967.9,3600.0,76841.98,230525.93
2025-03-01,2025,3,Latin America,1.0,1.2337,0.178,1.0253,0.0819,0.7775,0,100088.0,11.44,1145171.44,608821.81,536349.64,91613.72,137420.57,307315.35,9000.0,298315.35,3600.0,73678.84,221036.51
2025-03-01,2025,3,Middle East & Africa,1.0,1.2337,0.2612,1.0253,0.3358,0.8702,0,112015.0,10.56,1182605.03,627501.76,555103.27,94608.4,141912.6,318582.27,9000.0,309582.27,3600.0,76495.57,229486.7
2025-04-01,2025,4,North America,1.0,1.0464,1.0274,1.027,0.1179,0.7368,0,94844.0,11.44,1085070.13,585541.09,499529.04,86805.61,130208.42,282515.01,9000.0,273515.01,3600.0,67478.75,202436.26
2025-04-01,2025,4,Europe,1.0,1.0464,1.0602,1.027,0.2439,0.7968,0,102569.0,10.82,1109619.86,597709.37,511910.49,88769.59,133154.38,289986.52,9000.0,280986.52,3600.0,69346.63,208039.89
2025-04-01,2025,4,Asia Pacific,1.0,1.0464,0.7213,1.027,0.2362,0.7881,0,101446.0,10.9,1106134.35,588919.71,517214.64,88490.75,132736.12,295987.77,9000.0,286987.77,3600.0,70846.94,212540.83
2025-04-01,2025,4,Latin America,1.0,1.0464,0.1786,1.027,0.0943,0.7399,0,95242.0,11.41,1086370.61,578051.8,508318.8,86909.65,130364.47,291044.68,9000.0,282044.68,3600.0,69611.17,208833.51
2025-04-01,2025,4,Middle East & Africa,1.0,1.0464,0.2574,1.027,0.1373,0.7541,0,97069.0,11.25,1092283.8,581475.97,510807.83,87382.7,131074.06,292351.07,9000.0,283351.07,3600.0,69937.77,209813.3
2025-05-01,2025,5,North America,1.0,1.0901,1.0384,1.0287,0.1994,0.77,0,99125.0,11.19,1108978.72,602696.92,506281.81,88718.3,133077.45,284486.06,9000.0,275486.06,3600.0,67971.52,203914.55
2025-05-01,2025,5,Europe,1.0,1.0901,1.071,1.0287,0.0643,0.7423,0,95550.0,11.49,1097399.8,588355.2,509044.61,87791.98,131687.98,289564.65,9000.0,280564.65,3600.0,69241.16,207723.48
2025-05-01,2025,5,Asia Pacific,1.0,1.0901,0.7262,1.0287,0.1055,0.7514,0,96733.0,11.38,1101265.36,585427.5,515837.86,88101.23,132151.84,295584.79,9000.0,286584.79,3600.0,70746.2,212238.59
2025-05-01,2025,5,Latin America,1.0,1.0901,0.1771,1.0287,0.238,0.7984,0,102773.0,10.9,1120487.46,597410.92,523076.54,89639.0,134458.5,298979.05,9000.0,289979.05,3600.0,71594.76,214784.29
2025-05-01,2025,5,Middle East & Africa,1.0,1.0901,0.2585,1.0287,0.1911,0.7812,0,100569.0,11.07,1113569.1,593133.8,520435.3,89085.53,133628.29,297721.48,9000.0,288721.48,3600.0,71280.37,213841.11
2025-06-01,2025,6,North America,1.0,0.9238,1.0464,1.0304,0.1679,0.7198,0,92659.0,11.33,1049783.84,573670.01,476113.83,83982.71,125974.06,266157.06,9000.0,257157.06,3600.0,63389.27,190167.8
2025-06-01,2025,6,Europe,1.0,0.9238,1.0833,1.0304,0.1923,0.743,0,95642.0,11.08,1059329.29,564830.65,494498.64,84746.34,127119.51,282632.78,9000.0,273632.78,3600.0,67508.19,202524.58
2025-06-01,2025,6,Asia Pacific,1.0,0.9238,0.7309,1.0304,0.1329,0.7217,0,92907.0,11.31,1050586.12,558156.26,492429.87,84046.89,126070.33,282312.64,9000.0,273312.64,3600.0,67428.16,202284.48
2025-06-01,2025,6,Latin America,1.0,0.9238,0.1734,1.0304,0.1894,0.7435,0,95712.0,11.07,1059551.53,566723.85,492827.68,84764.12,127146.18,280917.37,9000.0,271917.37,3600.0,67079.34,201238.03
2025-06-01,2025,6,Middle East & Africa,1.0,0.9238,0.2616,1.0304,0.1621,0.7324,0,94275.0,11.19,1054982.73,561628.24,493354.49,84398.62,126597.93,282357.95,9000.0,273357.95,3600.0,67439.49,202318.46
2025-07-01,2025,7,North America,1.0,1.0746,1.0363,1.0321,0.0675,0.7229,0,93053.0,11.67,1085597.57,590729.18,494868.39,86847.81,130271.71,277748.88,9000.0,268748.88,3600.0,66287.22,198861.66
2025-07-01,2025,7,Europe,1.0,1.0746,1.0777,1.0321,0.4136,0.8621,0,110973.0,10.29,1141620.93,611278.0,530342.93,91329.67,136994.51,302018.74,9000.0,293018.74,3600.0,72354.69,217064.06
2025-07-01,2025,7,Asia Pacific,1.0,1.0746,0.7378,1.0321,0.5348,0.9083,0,116921.0,9.91,1158778.39,618725.41,540052.97,92702.27,139053.41,308297.3,9000.0,299297.3,3600.0,73924.32,221772.97
2025-07-01,2025,7,Latin America,1.0,1.0746,0.1736,1.0321,0.0427,0.7292,0,93868.0,11.59,1088304.36,582736.38,505567.98,87064.35,130596.52,287907.11,9000.0,278907.11,3600.0,68826.78,206480.33
2025-07-01,2025,7,Middle East & Africa,1.0,1.0746,0.2692,1.0321,0.2313,0.7876,0,101382.0,10.97,1112515.17,592577.77,519937.41,89001.21,133501.82,297434.37,9000.0,288434.37,3600.0,71208.59,213625.78
2025-08-01,2025,8,North America,1.0,1.0484,1.0397,1.0339,0.371,0.8206,0,105636.0,10.6,1119483.66,610990.34,508493.32,89558.69,134338.04,284596.59,9000.0,275596.59,3600.0,67999.15,203997.44
2025-08-01,2025,8,Europe,1.0,1.0484,1.0704,1.0339,0.2487,0.7935,0,102146.0,10.85,1108790.98,596761.67,512029.3,88703.28,133054.92,290271.11,9000.0,281271.11,3600.0,69417.78,208253.33
2025-08-01,2025,8,Asia Pacific,1.0,1.0484,0.7367,1.0339,0.3405,0.8201,0,105569.0,10.6,1119281.85,597971.58,521310.27,89542.55,134313.82,297453.9,9000.0,288453.9,3600.0,71213.47,213640.42
2025-08-01,2025,8,Latin America,1.0,1.0484,0.1722,1.0339,0.1606,0.7612,0,97994.0,11.18,1095720.68,587828.08,507892.6,87657.65,131486.48,288748.47,9000.0,279748.47,3600.0,69037.12,207111.35
2025-08-01,2025,8,Middle East & Africa,1.0,1.0484,0.2808,1.0339,0.0532,0.7192,0,92589.0,11.64,1078102.35,578565.54,499536.82,86248.19,129372.28,283916.35,9000.0,274916.35,3600.0,67829.09,203487.26
2025-09-01,2025,9,North America,1.0,1.0086,1.0413,1.0356,0.0233,0.6933,0,89246.0,11.85,1057841.91,578537.63,479304.28,84627.35,126941.03,267735.9,9000.0,258735.9,3600.0,63783.98,191351.93
2025-09-01,2025,9,Europe,1.0,1.0086,1.0837,1.0356,0.2232,0.7709,0,99240.0,10.99,1090415.93,583336.27,507079.66,87233.27,130849.91,288996.47,9000.0,279996.47,3600.0,69099.12,207297.36
2025-09-01,2025,9,Asia Pacific,1.0,1.0086,0.7322,1.0356,0.1655,0.749,0,96422.0,11.22,1081476.99,577008.51,504468.48,86518.16,129777.24,288173.08,9000.0,279173.08,3600.0,68893.27,206679.81
2025-09-01,2025,9,Latin America,1.0,1.0086,0.1728,1.0356,0.2064,0.7669,0,98728.0,11.03,1088802.74,584625.84,504176.9,87104.22,130656.33,286416.35,9000.0,277416.35,3600.0,68454.09,205362.26
2025-09-01,2025,9,Middle East & Africa,1.0,1.0086,0.2824,1.0356,0.2127,0.7611,0,97971.0,11.09,1086411.52,584238.69,502172.83,86912.92,130369.38,284890.53,9000.0,275890.53,3600.0,68072.63,204217.9
2025-10-01,2025,10,North America,1.0,0.9043,1.0445,1.0373,0.076,0.6856,0,88255.0,11.68,1030860.31,565408.93,465451.38,82468.82,123703.24,259279.32,9000.0,250279.32,3600.0,61669.83,185009.49
2025-10-01,2025,10,Europe,1.0,0.9043,1.0806,1.0373,0.168,0.7289,0,93829.0,11.18,1049059.27,562828.0,486231.27,83924.74,125887.11,276419.42,9000.0,267419.42,3600.0,65954.85,197864.56
2025-10-01,2025,10,Asia Pacific,1.0,0.9043,0.7312,1.0373,0.3013,0.7712,0,99272.0,10.74,1066095.54,569185.19,496910.35,85287.64,127931.46,283691.24,9000.0,274691.24,3600.0,67772.81,203318.43
2025-10-01,2025,10,Latin America,1.0,0.9043,0.1728,1.0373,0.3649,0.7985,0,102787.0,10.48,1076748.46,578823.38,497925.08,86139.88,129209.81,282575.39,9000.0,273575.39,3600.0,67493.85,202481.54
2025-10-01,2025,10,Middle East & Africa,1.0,0.9043,0.2784,1.0373,0.1982,0.733,0,94356.0,11.14,1050739.03,564477.19,486261.84,84059.12,126088.68,276114.03,9000.0,267114.03,3600.0,65878.51,197635.53
2025-11-01,2025,11,North America,1.0,1.1116,1.0576,1.039,0.3672,0.8272,0,106486.0,10.68,1136983.49,628730.91,508252.59,90958.68,136438.02,280855.89,9000.0,271855.89,3600.0,67063.97,201191.92
2025-11-01,2025,11,Europe,1.0,1.1116,1.0607,1.039,0.1181,0.7634,0,98276.0,11.31,1111215.75,603351.16,507864.59,88897.26,133345.89,285621.44,9000.0,276621.44,3600.0,68255.36,204766.08
2025-11-01,2025,11,Asia Pacific,1.0,1.1116,0.7136,1.039,0.0632,0.7421,0,95528.0,11.54,1102246.68,594208.92,508037.76,88179.73,132269.6,287588.43,9000.0,278588.43,3600.0,68747.11,206241.32
2025-11-01,2025,11,Latin America,1.0,1.1116,0.1768,1.039,0.037,0.732,0,94234.0,11.65,1097961.04,589624.65,508336.38,87836.88,131755.32,288744.18,9000.0,279744.18,3600.0,69036.04,207108.13
2025-11-01,2025,11,Middle East & Africa,1.0,1.1116,0.2699,1.039,0.2024,0.783,0,100799.0,11.1,1119291.96,599230.44,520061.53,89543.36,134315.04,296203.13,9000.0,287203.13,3600.0,70900.78,212702.35
2025-12-01,2025,12,North America,1.0,1.0605,1.0609,1.0408,0.1145,0.7254,0,93378.0,11.6,1083478.1,600904.79,482573.31,86678.25,130017.37,265877.69,9000.0,256877.69,3600.0,63319.42,189958.27
2025-12-01,2025,12,Europe,1.0,1.0605,1.0434,1.0408,0.1709,0.7738,0,99612.0,11.08,1103669.2,605583.38,498085.82,88293.54,132440.3,277351.98,9000.0,268351.98,3600.0,66187.99,198563.98
2025-12-01,2025,12,Asia Pacific,1.0,1.0605,0.6987,1.0408,0.0888,0.7424,0,95571.0,11.41,1090686.48,593426.47,497260.02,87254.92,130882.38,279122.72,9000.0,270122.72,3600.0,66630.68,199892.04
2025-12-01,2025,12,Latin America,1.0,1.0605,0.1762,1.0408,0.0551,0.7263,0,93499.0,11.59,1083876.68,582948.22,500928.46,86710.13,130065.2,284153.12,9000.0,275153.12,3600.0,67888.28,203664.84
2025-12-01,2025,12,Middle East & Africa,1.0,1.0605,0.271,1.0408,0.0695,0.7269,0,93578.0,11.59,1084139.96,581420.42,502719.54,86731.2,130096.8,285891.55,9000.0,276891.55,3600.0,68322.89,204968.66
