date,year,month,Region,Product,Channel,dp,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-01-01,2023,1,Northeast US,Home & Living,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2904,0.719,0,25574.0,36.83,941865.1,424263.13,517601.96,94186.51,188373.02,235042.44,714.29,234328.15,266.67,53834.14,180227.34
2023-01-01,2023,1,Northeast US,Home & Living,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0617,0.6311,0,22446.0,39.6,888814.29,400366.4,488447.89,88881.43,177762.86,221803.61,714.29,221089.32,266.67,50789.21,170033.44
2023-01-01,2023,1,Northeast US,Beauty & Health,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.2513,0.7027,0,24993.0,37.3,932303.13,419955.94,512347.18,93230.31,186460.63,232656.25,714.29,231941.96,266.67,53285.32,178389.98
2023-01-01,2023,1,Northeast US,Beauty & Health,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1888,0.6777,0,24106.0,38.06,917442.55,413261.99,504180.55,91744.25,183488.51,228947.79,714.29,228233.5,266.67,52432.37,175534.46
2023-01-01,2023,1,Northeast US,Beauty & Health,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0654,0.6324,0,22492.0,39.55,889624.94,400731.55,488893.38,88962.49,177924.99,222005.9,714.29,221291.62,266.67,50835.74,170189.21
2023-01-01,2023,1,Northeast US,Hello,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.272,0.7113,0,25298.0,37.05,937338.32,422224.05,515114.27,93733.83,187467.66,233912.78,714.29,233198.49,266.67,53574.32,179357.51
2023-01-01,2023,1,Northeast US,Hello,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1746,0.6723,0,23911.0,38.23,914136.02,411772.57,502363.45,91413.6,182827.2,228122.64,714.29,227408.36,266.67,52242.59,174899.1
2023-01-01,2023,1,Northeast US,Hello,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.4767,0.8056,0,28654.0,34.57,990701.28,446261.39,544439.89,99070.13,198140.26,247229.5,714.29,246515.22,266.67,56637.17,189611.38
2023-01-01,2023,1,Northeast US,dhruv,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1614,0.6673,0,23733.0,38.39,911102.78,410406.25,500696.53,91110.28,182220.56,227365.7,714.29,226651.41,266.67,52068.49,174316.25
2023-01-01,2023,1,Northeast US,dhruv,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.4197,0.7775,0,27653.0,35.26,975154.75,439258.45,535896.29,97515.47,195030.95,243349.87,714.29,242635.58,266.67,55744.85,186624.06
2023-01-01,2023,1,Northeast US,dhruv,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1125,0.6491,0,23088.0,38.98,900017.73,405412.99,494604.74,90001.77,180003.55,224599.42,714.29,223885.14,266.67,51432.25,172186.22
2023-01-01,2023,1,Southeast US,Apparel,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0444,0.6251,0,22234.0,39.81,885066.08,398678.02,486388.07,88506.61,177013.22,220868.24,714.29,220153.96,266.67,50574.08,169313.21
2023-01-01,2023,1,Southeast US,Apparel,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.3954,0.7659,0,27242.0,35.56,968697.4,436349.74,532347.66,96869.74,193739.48,241738.44,714.29,241024.15,266.67,55374.22,185383.26
2023-01-01,2023,1,Southeast US,Apparel,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0262,0.6189,0,22015.0,40.03,881174.5,396925.05,484249.45,88117.45,176234.9,219897.1,714.29,219182.81,266.67,50350.71,168565.43
2023-01-01,2023,1,Southeast US,Footwear,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0828,0.6385,0,22710.0,39.34,893439.65,402449.89,490989.76,89343.96,178687.93,222957.86,714.29,222243.58,266.67,51054.69,170922.22
2023-01-01,2023,1,Southeast US,Footwear,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2737,0.712,0,25323.0,37.03,937748.0,422408.59,515339.42,93774.8,187549.6,234015.01,714.29,233300.73,266.67,53597.83,179436.23
2023-01-01,2023,1,Southeast US,Footwear,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1659,0.669,0,23794.0,38.34,912142.41,410874.55,501267.86,91214.24,182428.48,227625.14,714.29,226910.85,266.67,52128.16,174516.02
2023-01-01,2023,1,Southeast US,Accessories,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1723,0.6714,0,23880.0,38.26,913605.08,411533.41,502071.67,91360.51,182721.02,227990.15,714.29,227275.86,266.67,52212.12,174797.08
2023-01-01,2023,1,Southeast US,Accessories,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.3774,0.7576,0,26945.0,35.78,963979.93,434224.76,529755.17,96397.99,192795.99,240561.19,714.29,239846.91,266.67,55103.45,184476.78
2023-01-01,2023,1,Southeast US,Accessories,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.3053,0.7254,0,25801.0,36.65,945567.42,425930.84,519636.57,94556.74,189113.48,235966.35,714.29,235252.06,266.67,54046.64,180938.75
2023-01-01,2023,1,Southeast US,Home & Living,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1287,0.655,0,23298.0,38.79,903648.76,407048.58,496600.17,90364.88,180729.75,225505.55,714.29,224791.26,266.67,51640.66,172883.94
2023-01-01,2023,1,Southeast US,Home & Living,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.0373,0.6227,0,22149.0,39.89,883560.24,397999.71,485560.53,88356.02,176712.05,220492.46,714.29,219778.17,266.67,50487.65,169023.86
2023-01-01,2023,1,Southeast US,Home & Living,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1133,0.6494,0,23098.0,38.97,900194.21,405492.48,494701.73,90019.42,180038.84,224643.46,714.29,223929.18,266.67,51442.38,172220.13
2023-01-01,2023,1,Southeast US,Beauty & Health,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1178,0.651,0,23156.0,38.92,901199.5,405945.32,495254.19,90119.95,180239.9,224894.34,714.29,224180.05,266.67,51500.08,172413.31
2023-01-01,2023,1,Southeast US,Beauty & Health,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.3,0.7231,0,25719.0,36.71,944244.43,425334.9,518909.53,94424.44,188848.89,235636.2,714.29,234921.91,266.67,53970.71,180684.54
2023-01-01,2023,1,Southeast US,Beauty & Health,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.4305,0.7827,0,27838.0,35.13,978054.19,440564.51,537489.68,97805.42,195610.84,244073.42,714.29,243359.14,266.67,55911.27,187181.2
2023-01-01,2023,1,Southeast US,Hello,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0595,0.6303,0,22420.0,39.62,888347.97,400156.34,488191.62,88834.8,177669.59,221687.24,714.29,220972.95,266.67,50762.45,169943.84
2023-01-01,2023,1,Southeast US,Hello,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1612,0.6672,0,23729.0,38.39,911045.92,410380.63,500665.28,91104.59,182209.18,227351.51,714.29,226637.22,266.67,52065.23,174305.33
2023-01-01,2023,1,Southeast US,Hello,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.3529,0.7464,0,26547.0,36.07,957633.42,431365.97,526267.44,95763.34,191526.68,238977.42,714.29,238263.13,266.67,54739.19,183257.28
2023-01-01,2023,1,Southeast US,dhruv,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.127,0.6544,0,23277.0,38.81,903276.35,406880.83,496395.52,90327.63,180655.27,225412.61,714.29,224698.33,266.67,51619.28,172812.38
2023-01-01,2023,1,Southeast US,dhruv,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.289,0.7184,0,25553.0,36.85,941520.7,424108.0,517412.7,94152.07,188304.14,234956.49,714.29,234242.2,266.67,53814.37,180161.16
2023-01-01,2023,1,Southeast US,dhruv,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2594,0.706,0,25112.0,37.2,934269.15,420841.54,513427.61,93426.91,186853.83,233146.87,714.29,232432.58,266.67,53398.16,178767.75
2023-01-01,2023,1,Midwest US,Apparel,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.2536,0.7036,0,25027.0,37.27,932857.81,420205.8,512652.01,93285.78,186571.56,232794.67,714.29,232080.38,266.67,53317.15,178496.56
2023-01-01,2023,1,Midwest US,Apparel,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1458,0.6614,0,23524.0,38.58,907533.78,408798.59,498735.19,90753.38,181506.76,226475.06,714.29,225760.77,266.67,51863.64,173630.46
2023-01-01,2023,1,Midwest US,Apparel,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0953,0.6429,0,22867.0,39.19,896181.68,403685.04,492496.64,89618.17,179236.34,223642.14,714.29,222927.85,266.67,51212.07,171449.11
2023-01-01,2023,1,Midwest US,Footwear,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1556,0.6651,0,23655.0,38.46,909771.26,409806.46,499964.8,90977.13,181954.25,227033.42,714.29,226319.13,266.67,51992.07,174060.4
2023-01-01,2023,1,Midwest US,Footwear,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2659,0.7087,0,25208.0,37.13,935849.66,421553.48,514296.18,93584.97,187169.93,233541.28,714.29,232827.0,266.67,53488.88,179071.45
2023-01-01,2023,1,Midwest US,Footwear,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0282,0.6196,0,22038.0,40.0,881598.38,397115.99,484482.39,88159.84,176319.68,220002.87,714.29,219288.59,266.67,50375.04,168646.88
2023-01-01,2023,1,Midwest US,Accessories,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.5408,0.8392,0,29849.0,33.8,1008846.77,454435.03,554411.74,100884.68,201769.35,251757.71,714.29,251043.43,266.67,57678.65,193098.11
2023-01-01,2023,1,Midwest US,Accessories,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.0175,0.616,0,21911.0,40.13,879336.66,396097.2,483239.46,87933.67,175867.33,219438.46,714.29,218724.18,266.67,50245.23,168212.28
2023-01-01,2023,1,Midwest US,Accessories,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0315,0.6208,0,22079.0,39.96,882315.84,397439.17,484876.67,88231.58,176463.17,220181.92,714.29,219467.63,266.67,50416.22,168784.74
2023-01-01,2023,1,Midwest US,Home & Living,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0837,0.6388,0,22721.0,39.33,893630.84,402536.01,491094.83,89363.08,178726.17,223005.58,714.29,222291.29,266.67,51065.66,170958.96
2023-01-01,2023,1,Midwest US,Home & Living,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1329,0.6566,0,23354.0,38.74,904606.42,407479.96,497126.46,90460.64,180921.28,225744.53,714.29,225030.25,266.67,51695.62,173067.96
2023-01-01,2023,1,Midwest US,Home & Living,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1759,0.6728,0,23929.0,38.21,914447.45,411912.85,502534.59,91444.74,182889.49,228200.36,714.29,227486.07,266.67,52260.46,174958.94
2023-01-01,2023,1,Midwest US,Beauty & Health,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1799,0.6743,0,23984.0,38.17,915371.16,412328.94,503042.22,91537.12,183074.23,228430.87,714.29,227716.59,266.67,52313.48,175136.44
2023-01-01,2023,1,Midwest US,Beauty & Health,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1935,0.6796,0,24172.0,38.0,918552.41,413761.93,504790.47,91855.24,183710.48,229224.75,714.29,228510.47,266.67,52496.07,175747.73
2023-01-01,2023,1,Midwest US,Beauty & Health,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1082,0.6476,0,23033.0,39.03,899055.9,404979.73,494076.17,89905.59,179811.18,224359.4,714.29,223645.11,266.67,51377.04,172001.4
2023-01-01,2023,1,Midwest US,Hello,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.4466,0.7906,0,28119.0,34.94,982437.21,442538.84,539898.37,98243.72,196487.44,245167.21,714.29,244452.92,266.67,56162.84,188023.42
2023-01-01,2023,1,Midwest US,Hello,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1503,0.6631,0,23584.0,38.52,908554.04,409258.17,499295.87,90855.4,181710.81,226729.66,714.29,226015.37,266.67,51922.2,173826.51
2023-01-01,2023,1,Midwest US,Hello,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1835,0.6757,0,24033.0,38.12,916202.61,412703.46,503499.14,91620.26,183240.52,228638.36,714.29,227924.08,266.67,52361.2,175296.2
2023-01-01,2023,1,Midwest US,dhruv,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.067,0.6329,0,22512.0,39.53,889975.27,400889.36,489085.91,88997.53,177995.05,222093.33,714.29,221379.04,266.67,50855.85,170256.53
2023-01-01,2023,1,Midwest US,dhruv,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1586,0.6662,0,23694.0,38.42,910447.13,410110.91,500336.22,91044.71,182089.43,227202.08,714.29,226487.8,266.67,52030.86,174190.27
2023-01-01,2023,1,Midwest US,dhruv,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.3839,0.7606,0,27051.0,35.7,965672.67,434987.26,530685.42,96567.27,193134.53,240983.62,714.29,240269.33,266.67,55200.61,184802.05
2023-01-01,2023,1,West US,Apparel,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.3561,0.7478,0,26599.0,36.03,958461.66,431739.05,526722.6,95846.17,191692.33,239184.11,714.29,238469.82,266.67,54786.73,183416.43
2023-01-01,2023,1,West US,Apparel,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.3282,0.7354,0,26156.0,36.37,951328.51,428525.93,522802.58,95132.85,190265.7,237404.03,714.29,236689.74,266.67,54377.31,182045.77
2023-01-01,2023,1,West US,Apparel,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1899,0.6782,0,24121.0,38.05,917701.12,413378.47,504322.65,91770.11,183540.22,229012.32,714.29,228298.03,266.67,52447.21,175584.15
2023-01-01,2023,1,West US,Footwear,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1819,0.6751,0,24012.0,38.14,915844.71,412542.25,503302.46,91584.47,183168.94,228549.05,714.29,227834.76,266.67,52340.66,175227.43
2023-01-01,2023,1,West US,Footwear,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.3327,0.7374,0,26227.0,36.32,952485.39,429047.04,523438.34,95248.54,190497.08,237692.73,714.29,236978.44,266.67,54443.71,182268.07
2023-01-01,2023,1,West US,Footwear,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1403,0.6593,0,23451.0,38.65,906283.81,408235.54,498048.27,90628.38,181256.76,226163.12,714.29,225448.84,266.67,51791.9,173390.27
2023-01-01,2023,1,West US,Accessories,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.2691,0.71,0,25254.0,37.09,936617.35,421899.29,514718.07,93661.74,187323.47,233732.86,714.29,233018.57,266.67,53532.94,179218.97
2023-01-01,2023,1,West US,Accessories,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2232,0.6913,0,24587.0,37.64,925541.07,416909.98,508631.1,92554.11,185108.21,230968.77,714.29,230254.49,266.67,52897.2,177090.62
2023-01-01,2023,1,West US,Accessories,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2002,0.6822,0,24264.0,37.92,920111.45,414464.2,505647.25,92011.14,184022.29,229613.81,714.29,228899.53,266.67,52585.56,176047.3
2023-01-01,2023,1,West US,Home & Living,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.3366,0.7391,0,26288.0,36.27,953469.95,429490.54,523979.41,95346.99,190693.99,237938.43,714.29,237224.14,266.67,54500.22,182457.25
2023-01-01,2023,1,West US,Home & Living,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.0591,0.6302,0,22414.0,39.63,888250.68,400112.52,488138.16,88825.07,177650.14,221662.96,714.29,220948.67,266.67,50756.86,169925.14
2023-01-01,2023,1,West US,Home & Living,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2322,0.6949,0,24716.0,37.53,927695.94,417880.64,509815.31,92769.59,185539.19,231506.52,714.29,230792.24,266.67,53020.88,177504.69
2023-01-01,2023,1,West US,Beauty & Health,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.4098,0.7727,0,27484.0,35.38,972514.04,438068.95,534445.09,97251.4,194502.81,242690.88,714.29,241976.59,266.67,55593.28,186116.64
2023-01-01,2023,1,West US,Beauty & Health,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1693,0.6702,0,23839.0,38.29,912913.73,411221.99,501691.74,91291.37,182582.75,227817.62,714.29,227103.33,266.67,52172.43,174664.23
2023-01-01,2023,1,West US,Beauty & Health,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2291,0.6937,0,24672.0,37.57,926961.75,417549.92,509411.83,92696.17,185392.35,231323.3,714.29,230609.02,266.67,52978.74,177363.61
2023-01-01,2023,1,West US,Hello,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1905,0.6784,0,24129.0,38.04,917833.56,413438.13,504395.43,91783.36,183566.71,229045.37,714.29,228331.08,266.67,52454.82,175609.6
2023-01-01,2023,1,West US,Hello,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1446,0.6609,0,23507.0,38.59,907246.74,408669.29,498577.45,90724.67,181449.35,226403.42,714.29,225689.14,266.67,51847.17,173575.3
2023-01-01,2023,1,West US,Hello,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.0485,0.6265,0,22285.0,39.76,885962.37,399081.75,486880.62,88596.24,177192.47,221091.91,714.29,220377.62,266.67,50625.52,169485.44
2023-01-01,2023,1,West US,dhruv,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0736,0.6352,0,22594.0,39.45,891416.28,401538.46,489877.81,89141.63,178283.26,222452.93,714.29,221738.65,266.67,50938.56,170533.42
2023-01-01,2023,1,West US,dhruv,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2828,0.7158,0,25459.0,36.92,939990.74,423418.83,516571.91,93999.07,187998.15,234574.69,714.29,233860.4,266.67,53726.56,179867.18
2023-01-01,2023,1,West US,dhruv,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.6713,0.9147,0,32533.0,32.22,1048208.2,472165.38,576042.82,104820.82,209641.64,261580.36,714.29,260866.07,266.67,59937.86,200661.54
2023-01-01,2023,1,International,Apparel,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0877,0.6402,0,22771.0,39.28,894500.85,402927.91,491572.94,89450.08,178900.17,223222.69,714.29,222508.4,266.67,51115.6,171126.14
2023-01-01,2023,1,International,Apparel,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.0835,0.6387,0,22718.0,39.33,893586.03,402515.83,491070.2,89358.6,178717.21,222994.39,714.29,222280.11,266.67,51063.09,170950.35
2023-01-01,2023,1,International,Apparel,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2378,0.6972,0,24797.0,37.47,929042.03,418486.98,510555.05,92904.2,185808.41,231842.44,714.29,231128.15,266.67,53098.14,177763.34
2023-01-01,2023,1,International,Footwear,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.2246,0.6918,0,24607.0,37.63,925876.13,417060.9,508815.23,92587.61,185175.23,231052.39,714.29,230338.1,266.67,52916.43,177155.01
2023-01-01,2023,1,International,Footwear,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2521,0.703,0,25004.0,37.29,932483.23,420037.07,512446.16,93248.32,186496.65,232701.19,714.29,231986.9,266.67,53295.65,178424.58
2023-01-01,2023,1,International,Footwear,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2259,0.6924,0,24626.0,37.61,926192.54,417203.43,508989.11,92619.25,185238.51,231131.35,714.29,230417.06,266.67,52934.59,177215.8
2023-01-01,2023,1,International,Accessories,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1166,0.6506,0,23141.0,38.93,900934.93,405826.14,495108.79,90093.49,180186.99,224828.31,714.29,224114.03,266.67,51484.89,172362.47
2023-01-01,2023,1,International,Accessories,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1469,0.6618,0,23538.0,38.57,907771.65,408905.74,498865.91,90777.16,181554.33,226534.42,714.29,225820.13,266.67,51877.3,173676.17
2023-01-01,2023,1,International,Accessories,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2562,0.7047,0,25064.0,37.24,933477.69,420485.03,512992.67,93347.77,186695.54,232949.36,714.29,232235.07,266.67,53352.73,178615.67
2023-01-01,2023,1,International,Home & Living,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.4133,0.7744,0,27545.0,35.34,973463.56,438496.66,534966.9,97346.36,194692.71,242927.83,714.29,242213.54,266.67,55647.78,186299.1
2023-01-01,2023,1,International,Home & Living,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.163,0.6678,0,23754.0,38.37,911465.26,410569.53,500895.74,91146.53,182293.05,227456.16,714.29,226741.87,266.67,52089.3,174385.91
2023-01-01,2023,1,International,Home & Living,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1562,0.6653,0,23663.0,38.45,909908.54,409868.3,500040.24,90990.85,181981.71,227067.68,714.29,226353.39,266.67,51999.95,174086.78
2023-01-01,2023,1,International,Beauty & Health,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.3978,0.7671,0,27284.0,35.53,969349.11,436643.31,532705.8,96934.91,193869.82,241901.07,714.29,241186.78,266.67,55411.63,185508.49
2023-01-01,2023,1,International,Beauty & Health,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.0819,0.6382,0,22698.0,39.35,893229.49,402355.22,490874.27,89322.95,178645.9,222905.42,714.29,222191.13,266.67,51042.63,170881.84
2023-01-01,2023,1,International,Beauty & Health,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.3358,0.7387,0,26275.0,36.28,953257.38,429394.79,523862.59,95325.74,190651.48,237885.38,714.29,237171.09,266.67,54488.02,182416.41
2023-01-01,2023,1,International,Hello,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.1179,0.6511,0,23158.0,38.92,901233.7,405960.72,495272.98,90123.37,180246.74,224902.87,714.29,224188.58,266.67,51502.04,172419.88
2023-01-01,2023,1,International,Hello,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.2439,0.6996,0,24885.0,37.39,930501.56,419144.43,511357.13,93050.16,186100.31,232206.66,714.29,231492.38,266.67,53181.91,178043.8
2023-01-01,2023,1,International,Hello,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.2362,0.6965,0,24774.0,37.49,928658.84,418314.38,510344.47,92865.88,185731.77,231746.81,714.29,231032.53,266.67,53076.15,177689.71
2023-01-01,2023,1,International,dhruv,Direct Sales,pd,1.0,1.0457,0.9937,1.0017,0.0943,0.6426,0,22855.0,39.2,895965.8,403587.79,492378.0,89596.58,179193.16,223588.26,714.29,222873.98,266.67,51199.68,171407.63
2023-01-01,2023,1,International,dhruv,Direct Sales,hi,1.0,1.0457,0.9937,1.0017,0.1373,0.6582,0,23411.0,38.68,905587.54,407921.91,497665.63,90558.75,181117.51,225989.37,714.29,225275.09,266.67,51751.94,173256.48
2023-01-01,2023,1,International,dhruv,Direct Sales,feippfn,1.0,1.0457,0.9937,1.0017,0.1994,0.6819,0,24253.0,37.93,919933.39,414384.0,505549.39,91993.34,183986.68,229569.38,714.29,228855.09,266.67,52575.34,176013.09
2023-02-01,2023,2,Northeast US,Apparel,Direct Sales,pd,1.0,0.8783,0.9886,1.0033,0.0643,0.5914,0,21034.0,39.53,831473.93,376165.03,455308.91,83147.39,166294.79,205866.73,714.29,205152.44,266.67,47123.73,157762.05
2023-02-01,2023,2,Northeast US,Apparel,Direct Sales,hi,1.0,0.8783,0.9886,1.0033,0.1055,0.605,0,21520.0,39.03,839959.92,380004.15,459955.77,83995.99,167991.98,207967.79,714.29,207253.51,266.67,47606.97,159379.87
2023-02-01,2023,2,Northeast US,Apparel,Direct Sales,feippfn,1.0,0.8783,0.9886,1.0033,0.238,0.6524,0,23206.0,37.43,868598.05,392960.25,475637.79,86859.8,173719.61,215058.38,714.29,214344.09,266.67,49237.81,164839.62
2023-02-01,2023,2,Northeast US,Footwear,Direct Sales,pd,1.0,0.8783,0.9886,1.0033,0.1911,0.635,0,22586.0,38.0,858216.47,388263.55,469952.92,85821.65,171643.29,212487.98,714.29,211773.69,266.67,48646.62,162860.41
