date,year,month,region,product,channel,new d,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2024-01-01,2024,1,Asia Pacific,Snacks,Direct Sales,a,1.0,1.0457,0.7302,1.0017,0.2691,0.8072,0,63829.0,10.7,683183.02,355669.64,327513.39,54654.64,81981.96,190876.78,535.71,190341.07,214.29,47531.7,142595.09
2024-01-01,2024,1,Asia Pacific,Snacks,Direct Sales,b,1.0,1.0457,0.7302,1.0017,0.2232,0.7905,0,62514.0,10.86,679131.4,353560.34,325571.07,54330.51,81495.77,189744.79,535.71,189209.07,214.29,47248.7,141746.09
2024-01-01,2024,1,Asia Pacific,Snacks,Direct Sales,c,1.0,1.0457,0.7302,1.0017,0.2002,0.7824,0,61874.0,10.94,677136.43,352521.74,324614.69,54170.91,81256.37,189187.41,535.71,188651.69,214.29,47109.35,141328.05
2024-01-01,2024,1,Asia Pacific,Beverages,Direct Sales,a,1.0,1.0457,0.7302,1.0017,0.3366,0.8328,0,114563.0,8.68,994962.92,517984.33,476978.59,79597.03,119395.55,277986.01,535.71,277450.29,214.29,69309.0,207927.01
2024-01-01,2024,1,Asia Pacific,Beverages,Direct Sales,b,1.0,1.0457,0.7302,1.0017,0.0591,0.7356,0,101203.0,9.49,960331.49,499954.97,460376.51,76826.52,115239.78,268310.21,535.71,267774.5,214.29,66890.05,200670.16
2024-01-01,2024,1,Asia Pacific,Beverages,Direct Sales,c,1.0,1.0457,0.7302,1.0017,0.2322,0.7938,0,109198.0,8.99,981422.98,510935.34,470487.63,78513.84,117770.76,274203.04,535.71,273667.32,214.29,68363.26,205089.78
2024-01-01,2024,1,Asia Pacific,Personal Care,Direct Sales,a,1.0,1.0457,0.7302,1.0017,0.4098,0.8621,0,157000.0,8.99,1411237.18,734699.48,676537.7,112898.97,169348.46,394290.26,535.71,393754.55,214.29,98385.06,295155.19
2024-01-01,2024,1,Asia Pacific,Personal Care,Direct Sales,b,1.0,1.0457,0.7302,1.0017,0.1693,0.7718,0,140551.0,9.73,1367309.84,711830.62,655479.22,109384.79,164077.18,382017.25,535.71,381481.54,214.29,95316.81,285950.44
2024-01-01,2024,1,Asia Pacific,Personal Care,Direct Sales,c,1.0,1.0457,0.7302,1.0017,0.2291,0.7927,0,144358.0,9.54,1377789.84,717286.57,660503.26,110223.19,165334.78,384945.29,535.71,384409.58,214.29,96048.82,288146.47
2024-01-01,2024,1,Asia Pacific,Household,Direct Sales,a,1.0,1.0457,0.7302,1.0017,0.1905,0.7791,0,82415.0,13.05,1075624.22,559977.14,515647.08,86049.94,129074.91,300522.24,535.71,299986.52,214.29,74943.06,224829.18
2024-01-01,2024,1,Asia Pacific,Household,Direct Sales,b,1.0,1.0457,0.7302,1.0017,0.1446,0.7634,0,80758.0,13.24,1069402.79,556738.22,512664.57,85552.22,128328.33,298784.01,535.71,298248.3,214.29,74508.5,223525.51
2024-01-01,2024,1,Asia Pacific,Household,Direct Sales,c,1.0,1.0457,0.7302,1.0017,0.0485,0.7323,0,77472.0,13.64,1056784.03,550168.81,506615.22,84542.72,126814.08,295258.41,535.71,294722.7,214.29,73627.1,220881.31
2024-01-01,2024,1,Asia Pacific,Baby & Child,Direct Sales,a,1.0,1.0457,0.7302,1.0017,0.0736,0.7402,0,46643.0,13.62,635325.13,330754.5,304570.63,50826.01,76239.02,177505.61,535.71,176969.89,214.29,44188.9,132566.7
2024-01-01,2024,1,Asia Pacific,Baby & Child,Direct Sales,b,1.0,1.0457,0.7302,1.0017,0.2828,0.8123,0,51181.0,12.75,652405.39,339646.6,312758.8,52192.43,78288.65,182277.72,535.71,181742.0,214.29,45381.93,136145.79
2024-01-01,2024,1,Asia Pacific,Baby & Child,Direct Sales,c,1.0,1.0457,0.7302,1.0017,0.6713,0.9829,1,61934.0,11.12,688937.04,358665.21,330271.82,55114.96,82672.44,192484.41,535.71,191948.7,214.29,47933.6,143800.81
2024-01-01,2024,1,Middle East & Africa,Enterprise,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.0877,0.7447,0,85560.0,9.24,790979.68,411789.3,379190.39,63278.37,94917.56,220994.45,535.71,220458.74,214.29,55061.11,165183.34
2024-01-01,2024,1,Middle East & Africa,Enterprise,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.0835,0.7434,0,85407.0,9.26,790575.11,411578.67,378996.43,63246.01,94869.01,220881.41,535.71,220345.7,214.29,55032.85,165098.56
2024-01-01,2024,1,Middle East & Africa,Enterprise,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.2378,0.7958,0,91425.0,8.82,806106.89,419664.62,386442.27,64488.55,96732.83,225220.89,535.71,224685.18,214.29,56117.72,168353.17
2024-01-01,2024,1,Middle East & Africa,Pro Plan,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.2246,0.791,0,99045.0,8.51,842383.01,438550.21,403832.8,67390.64,101085.96,235356.2,535.71,234820.48,214.29,58651.55,175954.65
2024-01-01,2024,1,Middle East & Africa,Pro Plan,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.2521,0.8009,0,100285.0,8.43,845383.31,440112.19,405271.12,67630.67,101446.0,236194.46,535.71,235658.75,214.29,58861.12,176583.35
2024-01-01,2024,1,Middle East & Africa,Pro Plan,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.2259,0.7915,0,99104.0,8.5,842526.94,438625.14,403901.8,67402.16,101103.23,235396.41,535.71,234860.7,214.29,58661.6,175984.81
2024-01-01,2024,1,Middle East & Africa,Snacks,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.1166,0.7541,0,59635.0,11.24,670043.0,348828.85,321214.15,53603.44,80405.16,187205.55,535.71,186669.83,214.29,46613.89,139841.66
2024-01-01,2024,1,Middle East & Africa,Snacks,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.1469,0.7642,0,60429.0,11.13,672580.5,350149.89,322430.61,53806.44,80709.66,187914.51,535.71,187378.79,214.29,46791.13,140373.38
2024-01-01,2024,1,Middle East & Africa,Snacks,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.2562,0.8024,0,63455.0,10.75,682037.0,355073.01,326963.99,54562.96,81844.44,190556.59,535.71,190020.88,214.29,47451.65,142354.94
2024-01-01,2024,1,Middle East & Africa,Beverages,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.4133,0.8636,0,118800.0,8.46,1005340.65,523387.04,481953.6,80427.25,120640.88,280885.47,535.71,280349.76,214.29,70033.87,210101.61
2024-01-01,2024,1,Middle East & Africa,Beverages,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.163,0.7696,0,105877.0,9.19,972799.76,506446.04,466353.72,77823.98,116735.97,271793.77,535.71,271258.05,214.29,67760.94,203282.83
2024-01-01,2024,1,Middle East & Africa,Beverages,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.1562,0.7673,0,105561.0,9.21,971968.66,506013.37,465955.3,77757.49,116636.24,271561.56,535.71,271025.85,214.29,67702.89,203108.67
2024-01-01,2024,1,Middle East & Africa,Personal Care,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.3978,0.8572,0,156107.0,9.03,1408938.96,733503.02,675435.94,112715.12,169072.68,393648.15,535.71,393112.44,214.29,98224.54,294673.61
2024-01-01,2024,1,Middle East & Africa,Personal Care,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.0819,0.7429,0,135291.0,10.0,1352488.55,704114.56,648373.99,108199.08,162298.63,377876.28,535.71,377340.57,214.29,94281.57,282844.71
2024-01-01,2024,1,Middle East & Africa,Personal Care,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.3358,0.8324,0,151601.0,9.22,1397195.44,727389.26,669806.18,111775.64,167663.45,390367.09,535.71,389831.38,214.29,97404.27,292212.82
2024-01-01,2024,1,Middle East & Africa,Household,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.1179,0.7546,0,79824.0,13.35,1065853.01,554890.18,510962.83,85268.24,127902.36,297792.23,535.71,297256.51,214.29,74260.56,222781.67
2024-01-01,2024,1,Middle East & Africa,Household,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.2439,0.798,0,84415.0,12.83,1083021.69,563828.31,519193.38,86641.74,129962.6,302589.04,535.71,302053.33,214.29,75459.76,226379.28
2024-01-01,2024,1,Middle East & Africa,Household,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.2362,0.7952,0,84123.0,12.86,1081948.78,563269.75,518679.03,86555.9,129833.85,302289.28,535.71,301753.56,214.29,75384.82,226154.46
2024-01-01,2024,1,Middle East & Africa,Baby & Child,Direct Sales,a,1.0,1.0457,0.2649,1.0017,0.0943,0.7469,0,47060.0,13.53,636944.32,331597.46,305346.86,50955.55,76433.32,177958.0,535.71,177422.28,214.29,44302.0,132906.0
2024-01-01,2024,1,Middle East & Africa,Baby & Child,Direct Sales,b,1.0,1.0457,0.2649,1.0017,0.1373,0.761,0,47948.0,13.36,640355.25,333373.21,306982.04,51228.42,76842.63,178910.99,535.71,178375.27,214.29,44540.25,133620.74
2024-01-01,2024,1,Middle East & Africa,Baby & Child,Direct Sales,c,1.0,1.0457,0.2649,1.0017,0.1994,0.7822,0,49286.0,13.1,645407.41,336003.4,309404.01,51632.59,77448.89,180322.53,535.71,179786.81,214.29,44893.13,134679.4
2024-02-01,2024,2,North America,Enterprise,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.0643,0.7014,0,80588.0,9.3,749845.4,391935.25,357910.14,59987.63,89981.45,207941.06,535.71,207405.35,214.29,51797.77,155393.3
2024-02-01,2024,2,North America,Enterprise,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.1055,0.714,0,82032.0,9.19,753662.13,393930.21,359731.91,60292.97,90439.46,208999.49,535.71,208463.77,214.29,52062.37,156187.12
2024-02-01,2024,2,North America,Enterprise,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.238,0.7572,0,86989.0,8.81,766402.36,400589.38,365812.98,61312.19,91968.28,212532.51,535.71,211996.79,214.29,52945.63,158836.88
2024-02-01,2024,2,North America,Pro Plan,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.1911,0.7414,0,92829.0,8.59,797451.06,416818.17,380632.89,63796.08,95694.13,221142.68,535.71,220606.97,214.29,55098.17,165294.51
2024-02-01,2024,2,North America,Pro Plan,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.1679,0.7338,0,91877.0,8.65,795103.73,415591.24,379512.49,63608.3,95412.45,220491.74,535.71,219956.02,214.29,54935.43,164806.3
2024-02-01,2024,2,North America,Pro Plan,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.1923,0.7418,0,92876.0,8.59,797565.2,416877.82,380687.37,63805.22,95707.82,221174.33,535.71,220638.62,214.29,55106.08,165318.25
2024-02-01,2024,2,North America,Snacks,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.1329,0.7226,0,57140.0,11.17,638315.92,333640.13,304675.8,51065.27,76597.91,177012.61,535.71,176476.9,214.29,44065.65,132196.96
2024-02-01,2024,2,North America,Snacks,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.1894,0.7408,0,58583.0,10.97,642880.77,336026.12,306854.65,51430.46,77145.69,178278.5,535.71,177742.78,214.29,44382.12,133146.37
2024-02-01,2024,2,North America,Snacks,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.1621,0.7319,0,57878.0,11.07,640660.96,334865.85,305795.11,51252.88,76879.32,177662.92,535.71,177127.21,214.29,44228.23,132684.69
2024-02-01,2024,2,North America,Beverages,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.0675,0.7024,0,96633.0,9.46,913950.77,477711.17,436239.59,73116.06,109674.09,253449.44,535.71,252913.72,214.29,63174.86,189524.58
2024-02-01,2024,2,North America,Beverages,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.4136,0.8217,0,113037.0,8.46,955827.35,499599.56,456227.78,76466.19,114699.28,265062.31,535.71,264526.6,214.29,66078.08,198234.24
2024-02-01,2024,2,North America,Beverages,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.5348,0.8719,0,119953.0,8.1,972183.52,508148.74,464034.78,77774.68,116662.02,269598.07,535.71,269062.36,214.29,67212.02,201636.06
2024-02-01,2024,2,North America,Personal Care,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.0427,0.695,0,126574.0,10.11,1279692.64,668880.09,610812.55,102375.41,153563.12,354874.02,535.71,354338.3,214.29,88531.0,265593.01
2024-02-01,2024,2,North America,Personal Care,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.2313,0.7549,0,137478.0,9.53,1310266.93,684860.91,625406.02,104821.35,157232.03,363352.63,535.71,362816.92,214.29,90650.66,271951.98
2024-02-01,2024,2,North America,Personal Care,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.371,0.8052,0,146636.0,9.1,1334633.1,697596.82,637036.28,106770.65,160155.97,370109.66,535.71,369573.95,214.29,92339.92,277019.75
2024-02-01,2024,2,North America,Household,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.2487,0.7608,0,80488.0,12.8,1030295.31,538523.08,491772.23,82423.62,123635.44,285713.17,535.71,285177.45,214.29,71240.79,213722.38
2024-02-01,2024,2,North America,Household,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.3405,0.7937,0,83966.0,12.42,1042822.83,545071.07,497751.76,83425.83,125138.74,289187.2,535.71,288651.48,214.29,72109.3,216327.9
2024-02-01,2024,2,North America,Household,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.1606,0.7314,0,77377.0,13.17,1018755.79,532491.51,486264.28,81500.46,122250.69,282513.12,535.71,281977.41,214.29,70440.78,211322.34
2024-02-01,2024,2,North America,Baby & Child,Direct Sales,a,1.0,0.8783,0.9886,1.0033,0.0532,0.6981,0,43990.0,13.7,602509.87,314924.73,287585.14,48200.79,72301.18,167083.17,535.71,166547.45,214.29,41583.29,124749.87
2024-02-01,2024,2,North America,Baby & Child,Direct Sales,b,1.0,0.8783,0.9886,1.0033,0.0233,0.6893,0,43435.0,13.82,600329.33,313784.99,286544.34,48026.35,72039.52,166478.48,535.71,165942.76,214.29,41432.12,124296.36
2024-02-01,2024,2,North America,Baby & Child,Direct Sales,c,1.0,0.8783,0.9886,1.0033,0.2232,0.7521,0,47392.0,12.99,615471.72,321699.73,293771.99,49237.74,73856.61,170677.64,535.71,170141.93,214.29,42481.91,127445.73
2024-02-01,2024,2,Europe,Enterprise,Direct Sales,a,1.0,0.8783,1.0915,1.0033,0.1655,0.7315,0,84037.0,9.03,758878.81,395745.3,363133.5,60710.3,91065.46,211357.74,535.71,210822.03,214.29,52651.94,157955.81
2024-02-01,2024,2,Europe,Enterprise,Direct Sales,b,1.0,0.8783,1.0915,1.0033,0.2064,0.7449,0,85577.0,8.91,762826.83,397804.15,365022.68,61026.15,91539.22,212457.32,535.71,211921.6,214.29,52926.83,158780.49
2024-02-01,2024,2,Europe,Enterprise,Direct Sales,c,1.0,0.8783,1.0915,1.0033,0.2127,0.747,0,85818.0,8.9,763440.22,398124.02,365316.2,61075.22,91612.83,212628.15,535.71,212092.44,214.29,52969.54,158908.62
2024-02-01,2024,2,Europe,Pro Plan,Direct Sales,a,1.0,0.8783,1.0915,1.0033,0.076,0.7035,0,88082.0,8.92,785580.01,409669.63,375910.38,62846.4,94269.6,218794.38,535.71,218258.66,214.29,54511.09,163533.28
2024-02-01,2024,2,Europe,Pro Plan,Direct Sales,b,1.0,0.8783,1.0915,1.0033,0.168,0.7323,0,91686.0,8.67,794632.33,414390.3,380242.04,63570.59,95355.88,221315.57,535.71,220779.85,214.29,55141.39,165424.18
